movement_id,user_id,trip_id,movement_seq,origin_longitude,origin_latitude,destination_longitude,destination_latitude,origin_time_utc,destination_time_utc,mode,purpose,user_gender,origin_municipality,destination_municipality,trip_weight,timezone_offset_min,personal_income_band,origin_stop_id,origin_sector_id,household_size
m00261,u0518,t00261,0,-70.78141033599405,-33.399558363447156,-70.82662364562556,-33.34959309232244,2026-03-05T09:48:00Z,2026-03-05T11:01:00Z,bicycle,errand,other,Maipú,Ñuñoa,3.873,-180,<200k,STOP_1953,SEC_153,8
m00262,u0029,t00262,0,-70.701940723825,-33.46763351139603,-70.72193045986002,-33.511858680648444,2026-03-04T10:23:00Z,2026-03-04T12:09:00Z,other,Al estudio,other,San Miguel,Vitacura,4.469,-180,200k-400k,STOP_1066,SEC_566,5
m00263,u0263,t00263,0,-70.74942417584198,-33.48603323925384,-70.77174506310048,-33.462004668814075,2026-03-06T02:17:00Z,2026-03-06T02:56:00Z,scooter,Al estudio,unknown,Independencia,Providencia,1.083,-180,400k-800k,STOP_1417,SEC_021,8
m00264,u0297,t00264,0,-70.73939939421615,-33.42835878109105,-70.7962455752611,-33.39218756502148,2026-03-03T13:14:00Z,2026-03-03T14:30:00Z,metro,health,unknown,Vitacura,Vitacura,2.711,-180,<200k,STOP_3039,SEC_145,4
m00265,u0509,t00265,0,-70.67339008873103,-33.440687252127,-70.63674546106134,-33.41787147000102,2026-03-04T02:50:00Z,2026-03-04T03:58:00Z,bicycle,work,male,Estación Central,San Miguel,3.281,-180,400k-800k,STOP_4141,SEC_146,4
m00266,u0034,t00266,0,-70.67635156908705,-33.3731833249923,-70.69277277660976,-33.36341383951609,2026-03-07T03:44:00Z,2026-03-07T05:42:00Z,scooter,health,other,Providencia,Vitacura,3.926,-180,400k-800k,STOP_1404,SEC_579,5
m00267,u0084,t00267,0,-70.59628242728769,-33.499373670604825,-70.58481723477709,-33.50817541644632,2026-03-03T08:25:00Z,2026-03-03T10:19:00Z,train,other,unknown,Maipú,Providencia,1.685,-180,no_income,STOP_2661,SEC_399,2
m00268,u0091,t00268,0,-70.52605645742858,-33.41287090707512,-70.5574948274412,-33.36695200191304,2026-03-05T20:07:00Z,2026-03-05T21:48:00Z,ride_hailing,Por estudio,male,Ñuñoa,Ñuñoa,4.216,-180,800k+,STOP_4980,SEC_225,2
m00269,u0325,t00269,0,-70.78434313383332,-33.40860603754615,-70.77161719227826,-33.4408133326447,2026-03-04T16:19:00Z,2026-03-04T18:06:00Z,train,shopping,male,Maipú,Ñuñoa,3.486,-180,200k-400k,STOP_0543,SEC_260,7
m00270,u0317,t00270,0,-70.69470824616563,-33.35984545445855,-70.69222216259334,-33.32875605032055,2026-03-06T06:39:00Z,2026-03-06T06:49:00Z,metro,shopping,unknown,Las Condes,Santiago,2.368,-180,<200k,STOP_2921,SEC_400,3
m00271,u0127,t00271,0,-70.81791260809301,-33.37218954445626,-70.82627728499607,-33.34441545482725,2026-03-04T09:38:00Z,2026-03-04T11:03:00Z,other,transfer,female,La Florida,Recoleta,2.237,-180,no_income,STOP_1297,SEC_016,4
m00272,u0380,t00272,0,-70.63048732026792,-33.461773295566765,-70.6580958613806,-33.43438509179206,2026-03-07T16:06:00Z,2026-03-07T16:37:00Z,other,volver a casa,female,Recoleta,Estación Central,4.167,-180,<200k,STOP_1445,SEC_113,7
m00273,u0566,t00273,0,-70.65883252708922,-33.50028441851331,-70.65840626997408,-33.50834547962105,2026-03-06T18:35:00Z,2026-03-06T19:16:00Z,metro,Comer o Tomar algo,male,Recoleta,Ñuñoa,0.517,-180,no_income,STOP_2342,SEC_529,3
m00274,u0209,t00274,0,-70.77428058848783,-33.46153934956071,-70.82402591640901,-33.51066384570683,2026-03-03T15:24:00Z,2026-03-03T16:22:00Z,bicycle,health,male,Pudahuel,Quilicura,3.077,-180,400k-800k,STOP_0703,SEC_522,7
m00275,u0392,t00275,0,-70.71241995961945,-33.454431296243506,-70.68977804351574,-33.4516768668822,2026-03-02T18:47:00Z,2026-03-02T18:52:00Z,scooter,transfer,male,Providencia,Maipú,4.336,-180,<200k,STOP_2577,SEC_139,1
m00276,u0240,t00276,0,-70.78381509340085,-33.42342074413394,-70.73586300337567,-33.43394095545512,2026-03-04T14:45:00Z,2026-03-04T16:37:00Z,taxi,home,female,Recoleta,San Miguel,2.202,-180,800k+,STOP_1404,SEC_188,7
m00277,u0587,t00277,0,-70.6134787011476,-33.43010255507617,-70.64754518943984,-33.45908746918704,2026-03-01T06:14:00Z,2026-03-01T07:43:00Z,train,Por estudio,female,Pudahuel,Maipú,2.0,-180,no_income,STOP_1665,SEC_443,1
m00278,u0105,t00278,0,-70.57574621599596,-33.28438547628148,-70.57200589105541,-33.325687402412,2026-03-06T07:14:00Z,2026-03-06T08:52:00Z,car,home,female,Maipú,Independencia,1.197,-180,400k-800k,STOP_0055,SEC_085,4
m00279,u0324,t00279,0,-70.63474589369271,-33.44462655543761,-70.64019167045701,-33.46251570599472,2026-03-06T14:59:00Z,2026-03-06T15:58:00Z,other,Buscar o Dejar a alguien,male,San Miguel,Puente Alto,1.311,-180,no_income,STOP_4521,SEC_195,6
m00280,u0273,t00280,0,-70.58755305541824,-33.42650869961025,-70.49307947785286,-33.47977428284469,2026-03-05T18:35:00Z,2026-03-05T19:20:00Z,other,education,male,Puente Alto,Recoleta,0.652,-180,<200k,STOP_4157,SEC_402,4
m00281,u0378,t00281,0,-70.6997962037299,-33.52822217105267,-70.75933638335721,-33.54103694092889,2026-03-03T01:29:00Z,2026-03-03T01:43:00Z,ride_hailing,Por estudio,female,Estación Central,Quilicura,2.582,-180,400k-800k,STOP_4787,SEC_539,6
m00282,u0068,t00282,0,-70.52557459776891,-33.578237151369606,-70.5444369049486,-33.59360518187587,2026-03-04T06:01:00Z,2026-03-04T06:43:00Z,other,volver a casa,other,La Florida,Santiago,1.728,-180,<200k,STOP_3624,SEC_265,8
m00283,u0014,t00283,0,-70.75031844022153,-33.45949615844215,-70.7509545846802,-33.498460994767896,2026-03-04T09:43:00Z,2026-03-04T10:59:00Z,bus,Comer o Tomar algo,unknown,Recoleta,Providencia,0.806,-180,no_income,STOP_2656,SEC_456,4
m00284,u0441,t00284,0,-70.55233203859943,-33.356524821594945,-70.56441304085244,-33.36101202563296,2026-03-03T22:45:00Z,2026-03-03T23:14:00Z,train,Buscar o Dejar a alguien,unknown,Providencia,Maipú,3.485,-180,<200k,STOP_3304,SEC_051,1
m00285,u0091,t00285,0,-70.63997149018955,-33.4754116065762,-70.61446567407981,-33.4143952429352,2026-03-07T07:12:00Z,2026-03-07T07:37:00Z,car,Al estudio,male,La Florida,Las Condes,2.327,-180,<200k,STOP_1650,SEC_226,4
m00286,u0276,t00286,0,-70.6231747423253,-33.40136020847842,-70.5396981751727,-33.44890023409635,2026-03-04T08:10:00Z,2026-03-04T08:37:00Z,scooter,work,female,Santiago,San Miguel,4.557,-180,no_income,STOP_1364,SEC_454,4
m00287,u0504,t00287,0,-70.62368276234113,-33.360276414648744,-70.63356165392806,-33.344259635897835,2026-03-01T15:23:00Z,2026-03-01T16:58:00Z,metro,Trámites,male,Estación Central,Quilicura,3.283,-180,<200k,STOP_0486,SEC_555,5
m00288,u0100,t00288,0,-70.86985521912169,-33.391262358167744,-70.76485897720262,-33.424733489002776,2026-03-01T08:11:00Z,2026-03-01T08:55:00Z,motorcycle,Al estudio,male,Pudahuel,Providencia,0.594,-180,<200k,STOP_2125,SEC_073,6
m00289,u0555,t00289,0,-70.78671009611912,-33.46695428037809,-70.81842729091525,-33.42514246087819,2026-03-05T22:59:00Z,2026-03-05T23:52:00Z,walk,volver a casa,male,Providencia,Ñuñoa,3.2,-180,<200k,STOP_4818,SEC_525,6
m00290,u0486,t00290,0,-70.73877798793124,-33.428322837808636,-70.72217618278401,-33.39945319348586,2026-03-04T14:17:00Z,2026-03-04T15:26:00Z,ride_hailing,Al estudio,female,Providencia,La Florida,3.71,-180,<200k,STOP_2177,SEC_473,1
m00291,u0267,t00291,0,-70.84560925072317,-33.51821432336731,-70.85587228969847,-33.47944180145091,2026-03-03T00:43:00Z,2026-03-03T01:46:00Z,train,Buscar o Dejar a alguien,male,Las Condes,Recoleta,0.973,-180,800k+,STOP_1168,SEC_024,7
m00292,u0383,t00292,0,-70.50441137858952,-33.461504296848645,-70.55880149515639,-33.468051398467246,2026-03-05T21:40:00Z,2026-03-05T22:35:00Z,motorcycle,Por trabajo,unknown,San Miguel,Ñuñoa,2.828,-180,200k-400k,STOP_4232,SEC_378,2
m00293,u0173,t00293,0,-70.73967768557245,-33.499442065755545,-70.78549286938552,-33.487751379074076,2026-03-01T15:07:00Z,2026-03-01T16:11:00Z,bicycle,Por estudio,other,La Florida,Recoleta,2.149,-180,<200k,STOP_1172,SEC_475,6
m00294,u0217,t00294,0,-70.75803113213195,-33.330920049542705,-70.76718171180367,-33.33325093197224,2026-03-08T00:56:00Z,2026-03-08T02:23:00Z,bus,De compras,other,San Miguel,Estación Central,0.948,-180,800k+,STOP_0479,SEC_058,8
m00295,u0458,t00295,0,-70.7994420266612,-33.61590150229288,-70.84272292039161,-33.59330064606861,2026-03-02T19:47:00Z,2026-03-02T21:35:00Z,bicycle,Trámites,female,Pudahuel,Las Condes,0.988,-180,800k+,STOP_2864,SEC_575,2
m00296,u0401,t00296,0,-70.68822573224281,-33.50865450194771,-70.67260561419398,-33.47535620632109,2026-03-05T00:49:00Z,2026-03-05T00:55:00Z,walk,Buscar o Dejar a alguien,male,Las Condes,Providencia,4.036,-180,<200k,STOP_0047,SEC_300,2
m00297,u0051,t00297,0,-70.67262532593085,-33.40134005369249,-70.69596245566743,-33.34668240666932,2026-03-06T02:47:00Z,2026-03-06T02:58:00Z,walk,Por estudio,other,La Florida,Ñuñoa,3.035,-180,no_income,STOP_4118,SEC_065,5
m00298,u0157,t00298,0,-70.60827510617324,-33.390696178788694,-70.67295913318938,-33.35737799795993,2026-03-03T13:47:00Z,2026-03-03T13:57:00Z,metro,work,other,Las Condes,San Miguel,4.22,-180,200k-400k,STOP_1320,SEC_180,5
m00299,u0396,t00299,0,-70.76046570770502,-33.45186662779297,-70.74755736528674,-33.50525643531721,2026-03-01T15:09:00Z,2026-03-01T16:21:00Z,train,education,unknown,Vitacura,Quilicura,0.604,-180,<200k,STOP_4542,SEC_506,2
m00300,u0536,t00300,0,-70.47888348059719,-33.422048963306786,-70.41637831728463,-33.42739063012896,2026-03-03T15:28:00Z,2026-03-03T16:11:00Z,ride_hailing,Al estudio,other,Santiago,Santiago,3.931,-180,no_income,STOP_2150,SEC_353,3
m00301,u0389,t00301,0,-70.66631168169174,-33.45070002013323,-70.61630793608988,-33.472440220323826,2026-03-07T14:29:00Z,2026-03-07T15:57:00Z,walk,other,other,Puente Alto,Maipú,3.838,-180,<200k,STOP_2037,SEC_096,4
m00302,u0343,t00302,0,-70.60411738773357,-33.372587160320414,-70.5776351533304,-33.360231268288025,2026-03-03T12:47:00Z,2026-03-03T13:58:00Z,bus,Buscar o Dejar a alguien,other,Las Condes,Quilicura,3.259,-180,<200k,STOP_0189,SEC_057,3
m00303,u0399,t00303,0,-70.71741007472012,-33.455828688821875,-70.74091020244296,-33.44839510528701,2026-03-02T12:04:00Z,2026-03-02T13:11:00Z,scooter,Por estudio,female,Quilicura,Puente Alto,3.96,-180,400k-800k,STOP_1228,SEC_502,6
m00304,u0500,t00304,0,-70.58802499240664,-33.38146380521291,-70.64641386193473,-33.409922733295296,2026-03-01T10:11:00Z,2026-03-01T10:44:00Z,scooter,shopping,female,Estación Central,San Miguel,0.894,-180,800k+,STOP_1032,SEC_446,5
m00305,u0530,t00305,0,-70.65058023922435,-33.568611116903526,-70.6464388137567,-33.558389937559355,2026-03-05T08:42:00Z,2026-03-05T10:27:00Z,other,Comer o Tomar algo,male,Maipú,La Florida,4.241,-180,no_income,STOP_2151,SEC_086,8
m00306,u0567,t00306,0,-70.64152572569633,-33.425235398158115,-70.62911374127964,-33.45580462364811,2026-03-08T00:48:00Z,2026-03-08T02:35:00Z,ride_hailing,shopping,other,Las Condes,Pudahuel,0.847,-180,800k+,STOP_2911,SEC_157,4
m00307,u0094,t00307,0,-70.56366656264547,-33.35361614608527,-70.56099752390111,-33.34342884738935,2026-03-03T09:10:00Z,2026-03-03T09:42:00Z,scooter,home,unknown,Santiago,San Miguel,4.014,-180,<200k,STOP_1200,SEC_263,7
m00308,u0284,t00308,0,-70.65602855508116,-33.47632940000136,-70.64768400517715,-33.495712799043616,2026-03-02T19:28:00Z,2026-03-02T19:36:00Z,scooter,shopping,other,Vitacura,Providencia,3.913,-180,800k+,STOP_1231,SEC_097,4
m00309,u0463,t00309,0,-70.94944861487595,-33.47626509933489,-70.94991255759479,-33.48803234551422,2026-03-04T01:36:00Z,2026-03-04T02:31:00Z,walk,Visitar a alguien,male,Las Condes,Estación Central,1.316,-180,<200k,STOP_0255,SEC_349,4
m00310,u0180,t00310,0,-70.59321813542874,-33.420797271121586,-70.54552560656082,-33.465224544066935,2026-03-04T16:53:00Z,2026-03-04T18:40:00Z,scooter,Comer o Tomar algo,other,Maipú,La Florida,3.255,-180,200k-400k,STOP_3971,SEC_011,7
m00311,u0376,t00311,0,-70.70403071597961,-33.43236016884813,-70.70083818022182,-33.443241581243385,2026-03-02T03:45:00Z,2026-03-02T04:27:00Z,ride_hailing,work,male,Providencia,Providencia,1.761,-180,<200k,STOP_4631,SEC_441,3
m00312,u0068,t00312,0,-70.60813792986416,-33.47054731496669,-70.56476908753412,-33.41969020341463,2026-03-07T22:12:00Z,2026-03-07T22:54:00Z,bus,Otra actividad,male,Quilicura,Ñuñoa,0.815,-180,400k-800k,STOP_0910,SEC_344,3
m00313,u0010,t00313,0,-70.70754128203318,-33.438547328028065,-70.7309831730106,-33.44872237931911,2026-03-07T14:19:00Z,2026-03-07T15:47:00Z,scooter,Por estudio,male,Estación Central,Santiago,2.777,-180,800k+,STOP_4960,SEC_170,2
m00314,u0121,t00314,0,-70.54594689048956,-33.42211162318095,-70.57252858239818,-33.42259797475505,2026-03-02T12:36:00Z,2026-03-02T13:30:00Z,bicycle,Al trabajo,male,Quilicura,Recoleta,2.401,-180,400k-800k,STOP_1954,SEC_002,6
m00315,u0038,t00315,0,-70.57844309288826,-33.400614224469145,-70.51663979923879,-33.44711386364392,2026-03-02T21:32:00Z,2026-03-02T22:29:00Z,walk,Trámites,other,Pudahuel,San Miguel,3.879,-180,400k-800k,STOP_2914,SEC_169,5
m00316,u0446,t00316,0,-70.60505650524489,-33.5597668456276,-70.55871523055343,-33.56187865063404,2026-03-03T01:04:00Z,2026-03-03T02:19:00Z,train,Visitar a alguien,female,Maipú,Santiago,0.738,-180,no_income,STOP_3870,SEC_040,1
m00317,u0051,t00317,0,-70.51484403485571,-33.459284620222135,-70.54671749586458,-33.44993236034148,2026-03-03T15:20:00Z,2026-03-03T15:28:00Z,bicycle,Al estudio,other,Quilicura,Recoleta,0.987,-180,no_income,STOP_4122,SEC_062,8
m00318,u0009,t00318,0,-70.54678767925333,-33.5126996473617,-70.57400383207626,-33.52543740536949,2026-03-05T03:54:00Z,2026-03-05T05:20:00Z,taxi,education,male,Las Condes,La Florida,1.001,-180,400k-800k,STOP_0122,SEC_474,6
m00319,u0428,t00319,0,-70.40869333360352,-33.447939773105475,-70.40495027661964,-33.468652970719724,2026-03-06T19:19:00Z,2026-03-06T20:55:00Z,ride_hailing,Por trabajo,other,Recoleta,Ñuñoa,1.69,-180,800k+,STOP_3807,SEC_153,3
m00320,u0040,t00320,0,-70.78446653025831,-33.49933041014395,-70.80971678395687,-33.43901191028439,2026-03-07T07:43:00Z,2026-03-07T09:19:00Z,train,Buscar o dejar algo,female,Recoleta,Maipú,0.677,-180,<200k,STOP_4648,SEC_525,8
m00321,u0468,t00321,0,-70.69639139778978,-33.522248557269364,-70.67354073568815,-33.51803465333335,2026-03-04T16:09:00Z,2026-03-04T16:40:00Z,taxi,leisure,unknown,Independencia,Puente Alto,3.911,-180,400k-800k,STOP_2237,SEC_094,2
m00322,u0355,t00322,0,-70.64257976125711,-33.49329188909108,-70.68676417498398,-33.51654494742321,2026-03-05T16:42:00Z,2026-03-05T17:30:00Z,bus,Buscar o Dejar a alguien,male,Maipú,Pudahuel,2.301,-180,200k-400k,STOP_0359,SEC_483,8
m00323,u0283,t00323,0,-70.49172828746559,-33.459166957540546,-70.54231859046352,-33.411809236820666,2026-03-07T09:09:00Z,2026-03-07T09:44:00Z,ride_hailing,Comer o Tomar algo,other,San Miguel,La Florida,1.386,-180,no_income,STOP_2453,SEC_108,4
m00324,u0584,t00324,0,-70.628563732209,-33.278741541881196,-70.6012036382799,-33.28942650544672,2026-03-04T15:22:00Z,2026-03-04T16:34:00Z,bicycle,work,unknown,Ñuñoa,Quilicura,4.366,-180,400k-800k,STOP_2285,SEC_380,3
m00325,u0282,t00325,0,-70.77386967493564,-33.49015997226845,-70.80835513991622,-33.44547258205099,2026-03-04T18:40:00Z,2026-03-04T20:32:00Z,taxi,Por estudio,male,Independencia,Quilicura,2.386,-180,400k-800k,STOP_2355,SEC_032,7
m00326,u0035,t00326,0,-70.64133652832332,-33.46618004371222,-70.58271620005418,-33.458015877499534,2026-03-07T05:37:00Z,2026-03-07T05:57:00Z,car,Por trabajo,other,La Florida,Maipú,2.039,-180,no_income,STOP_3760,SEC_391,5
m00327,u0159,t00327,0,-70.64064832914993,-33.464749025089226,-70.65756008419076,-33.48033036747028,2026-03-04T20:38:00Z,2026-03-04T22:37:00Z,scooter,leisure,other,San Miguel,Puente Alto,3.339,-180,800k+,STOP_4601,SEC_273,6
m00328,u0357,t00328,0,-70.71950231956183,-33.47826184598743,-70.66343656236651,-33.47519121316228,2026-03-02T16:20:00Z,2026-03-02T17:17:00Z,other,Otra actividad,male,Providencia,Providencia,1.354,-180,400k-800k,STOP_2654,SEC_258,5
m00329,u0589,t00329,0,-70.63488803694091,-33.47050265408673,-70.60260931424767,-33.52499845904094,2026-03-06T20:47:00Z,2026-03-06T21:29:00Z,scooter,Visitar a alguien,female,La Florida,Independencia,3.337,-180,400k-800k,STOP_4876,SEC_232,4
m00330,u0482,t00330,0,-70.65659543530647,-33.49900423474919,-70.62609632152883,-33.514119904541566,2026-03-04T06:54:00Z,2026-03-04T06:59:00Z,ride_hailing,other,male,Quilicura,Independencia,2.354,-180,no_income,STOP_2262,SEC_304,1
m00331,u0251,t00331,0,-70.583028071484,-33.496518756909005,-70.59866094203572,-33.511090027332955,2026-03-06T22:06:00Z,2026-03-06T23:29:00Z,bicycle,Por estudio,other,Recoleta,Santiago,2.966,-180,no_income,STOP_2859,SEC_565,4
m00332,u0123,t00332,0,-70.60256279632732,-33.42306878889983,-70.65476034368167,-33.46739052414453,2026-03-02T17:26:00Z,2026-03-02T17:45:00Z,taxi,Recreación,female,Ñuñoa,Vitacura,2.138,-180,800k+,STOP_0090,SEC_466,7
m00333,u0530,t00333,0,-70.62194471859034,-33.573396432244344,-70.56837684951928,-33.52688035178893,2026-03-05T01:19:00Z,2026-03-05T02:39:00Z,walk,Por trabajo,male,La Florida,Quilicura,1.833,-180,800k+,STOP_1577,SEC_532,2
m00334,u0448,t00334,0,-70.78978247141706,-33.396376455374316,-70.79655575839426,-33.42619083130489,2026-03-04T01:20:00Z,2026-03-04T02:46:00Z,motorcycle,transfer,other,Providencia,Providencia,2.317,-180,800k+,STOP_1123,SEC_346,1
m00335,u0200,t00335,0,-70.63136911456216,-33.43686693085592,-70.62081385043122,-33.43384972152536,2026-03-05T19:24:00Z,2026-03-05T21:03:00Z,taxi,Visitar a alguien,other,Independencia,Puente Alto,1.907,-180,800k+,STOP_2566,SEC_045,4
m00336,u0596,t00336,0,-70.6389708357757,-33.481876642869175,-70.64087971824995,-33.48293354168723,2026-03-04T13:57:00Z,2026-03-04T14:19:00Z,metro,Por trabajo,unknown,Maipú,San Miguel,0.954,-180,no_income,STOP_2497,SEC_583,2
m00337,u0008,t00337,0,-70.5573538297505,-33.49300856078418,-70.5278484419153,-33.44745212117401,2026-03-04T16:29:00Z,2026-03-04T16:51:00Z,train,leisure,female,Pudahuel,Quilicura,1.565,-180,800k+,STOP_4093,SEC_127,3
m00338,u0266,t00338,0,-70.74848426576654,-33.41265384589755,-70.79329628065959,-33.4014333236777,2026-03-03T22:10:00Z,2026-03-03T22:36:00Z,scooter,home,female,Estación Central,Independencia,2.417,-180,800k+,STOP_0606,SEC_562,6
m00339,u0461,t00339,0,-70.59437954978762,-33.384084694066985,-70.56073557260356,-33.33314278739105,2026-03-02T11:27:00Z,2026-03-02T12:16:00Z,car,Por trabajo,male,Quilicura,San Miguel,0.788,-180,no_income,STOP_4313,SEC_299,8
m00340,u0304,t00340,0,-70.7074798194578,-33.58116472038391,-70.67203603472423,-33.5867178427085,2026-03-02T09:20:00Z,2026-03-02T09:54:00Z,taxi,health,unknown,San Miguel,Quilicura,3.317,-180,400k-800k,STOP_1693,SEC_358,3
m00341,u0265,t00341,0,-70.78169805112815,-33.50839048336873,-70.7215438446394,-33.50452135778838,2026-03-04T00:50:00Z,2026-03-04T02:37:00Z,motorcycle,education,unknown,San Miguel,La Florida,1.726,-180,800k+,STOP_1774,SEC_138,3
m00342,u0448,t00342,0,-70.86362733821778,-33.547052252946415,-70.80551338671954,-33.538471555453896,2026-03-06T11:02:00Z,2026-03-06T12:48:00Z,train,shopping,other,Puente Alto,Puente Alto,3.431,-180,no_income,STOP_4430,SEC_572,4
m00343,u0156,t00343,0,-70.76257947899875,-33.33634547260537,-70.7647473034887,-33.34823758409978,2026-03-07T01:31:00Z,2026-03-07T03:07:00Z,metro,Recreación,male,Santiago,Recoleta,0.626,-180,<200k,STOP_4124,SEC_577,4
m00344,u0233,t00344,0,-70.730135299743,-33.45878322212859,-70.77634326099299,-33.43979883774016,2026-03-07T19:48:00Z,2026-03-07T20:02:00Z,metro,Comer o Tomar algo,other,La Florida,Ñuñoa,4.292,-180,no_income,STOP_4666,SEC_137,6
m00345,u0413,t00345,0,-70.80357186782814,-33.34839754322257,-70.82503171534029,-33.31296734387942,2026-03-08T02:56:00Z,2026-03-08T03:13:00Z,other,education,male,Las Condes,Providencia,3.22,-180,no_income,STOP_2752,SEC_499,1
m00346,u0289,t00346,0,-70.53485077841374,-33.46452109653439,-70.48650155057076,-33.48464278755985,2026-03-04T18:48:00Z,2026-03-04T19:37:00Z,scooter,Otra actividad,female,San Miguel,San Miguel,4.272,-180,<200k,STOP_0302,SEC_464,3
m00347,u0513,t00347,0,-70.58276609878328,-33.39197566855831,-70.62025870796525,-33.36831714012069,2026-03-02T10:57:00Z,2026-03-02T11:12:00Z,walk,Otra actividad,unknown,Las Condes,Las Condes,2.574,-180,200k-400k,STOP_4071,SEC_492,1
m00348,u0329,t00348,0,-70.42987293640613,-33.53437458299195,-70.39692662414636,-33.524334303968175,2026-03-01T17:43:00Z,2026-03-01T18:37:00Z,scooter,Visitar a alguien,unknown,Ñuñoa,Pudahuel,2.38,-180,200k-400k,STOP_4161,SEC_370,6
m00349,u0043,t00349,0,-70.6832143542057,-33.36716750764884,-70.70168151937293,-33.36054331158438,2026-03-05T01:12:00Z,2026-03-05T01:57:00Z,scooter,shopping,unknown,Estación Central,Santiago,4.223,-180,800k+,STOP_1789,SEC_065,6
m00350,u0307,t00350,0,-70.71881774635919,-33.520690418540234,-70.72011364372193,-33.45175337328384,2026-03-05T09:13:00Z,2026-03-05T11:09:00Z,bicycle,Por estudio,other,Maipú,Maipú,3.802,-180,no_income,STOP_4755,SEC_531,2
m00351,u0312,t00351,0,-70.64070572281987,-33.626107834169915,-70.63101866004283,-33.615323844889254,2026-03-07T05:07:00Z,2026-03-07T06:08:00Z,bus,leisure,male,Quilicura,Estación Central,3.499,-180,200k-400k,STOP_3870,SEC_367,1
m00352,u0107,t00352,0,-70.6220087279414,-33.503978801914954,-70.65230302095601,-33.517159924217225,2026-03-05T15:05:00Z,2026-03-05T16:14:00Z,car,health,male,San Miguel,Pudahuel,1.544,-180,<200k,STOP_0963,SEC_292,1
m00353,u0335,t00353,0,-70.59697847986439,-33.5160335511151,-70.58563559043844,-33.56365048895465,2026-03-02T09:42:00Z,2026-03-02T10:34:00Z,bus,De compras,male,Las Condes,Providencia,1.609,-180,200k-400k,STOP_4636,SEC_415,6
m00354,u0028,t00354,0,-70.6734319705559,-33.57110098762094,-70.68653855255995,-33.599473971269376,2026-03-05T22:45:00Z,2026-03-05T22:59:00Z,ride_hailing,volver a casa,female,La Florida,Estación Central,4.831,-180,<200k,STOP_0131,SEC_026,1
m00355,u0522,t00355,0,-70.75030890539045,-33.451395592061324,-70.76045609317998,-33.40973317799447,2026-03-02T00:09:00Z,2026-03-02T00:14:00Z,taxi,Trámites,male,Vitacura,Santiago,1.584,-180,no_income,STOP_1138,SEC_394,5
m00356,u0348,t00356,0,-70.68775848143247,-33.39874187698937,-70.72204047843086,-33.3477008826196,2026-03-03T06:23:00Z,2026-03-03T06:53:00Z,bus,Buscar o dejar algo,other,Independencia,Recoleta,2.544,-180,200k-400k,STOP_0486,SEC_330,8
m00357,u0508,t00357,0,-70.60469008150012,-33.44500129588874,-70.58391434407491,-33.49377372955849,2026-03-06T04:55:00Z,2026-03-06T05:32:00Z,bus,transfer,female,Pudahuel,San Miguel,1.266,-180,no_income,STOP_3993,SEC_019,7
m00358,u0094,t00358,0,-70.6405408605622,-33.45100675032319,-70.65642022950306,-33.439798886797995,2026-03-01T18:44:00Z,2026-03-01T20:34:00Z,taxi,Por trabajo,male,Santiago,Puente Alto,2.65,-180,<200k,STOP_0405,SEC_135,3
m00359,u0043,t00359,0,-70.7054885212185,-33.51327340618761,-70.69960336233397,-33.4889270299818,2026-03-07T13:47:00Z,2026-03-07T14:54:00Z,car,Al estudio,unknown,Recoleta,Quilicura,4.147,-180,800k+,STOP_2400,SEC_291,5
m00360,u0266,t00360,0,-70.67212644078555,-33.49819437524702,-70.63997561700414,-33.49267826712037,2026-03-05T08:22:00Z,2026-03-05T08:28:00Z,bus,Trámites,female,Estación Central,Santiago,2.977,-180,<200k,STOP_0408,SEC_007,3
m00361,u0341,t00361,0,-70.50237515896548,-33.51381775739834,-70.50669843847099,-33.537275153477424,2026-03-02T10:51:00Z,2026-03-02T11:32:00Z,other,errand,male,San Miguel,Estación Central,3.048,-180,800k+,STOP_1251,SEC_091,5
m00362,u0088,t00362,0,-70.60060330067942,-33.202167544705496,-70.64086166741131,-33.21912427562681,2026-03-06T21:09:00Z,2026-03-06T21:49:00Z,metro,Al estudio,female,Independencia,Recoleta,0.886,-180,<200k,STOP_0833,SEC_552,3
m00363,u0175,t00363,0,-70.77024842639109,-33.37663321641055,-70.81110799952205,-33.38434072624933,2026-03-02T13:52:00Z,2026-03-02T15:12:00Z,motorcycle,transfer,male,Pudahuel,La Florida,4.628,-180,no_income,STOP_0168,SEC_489,8
m00364,u0401,t00364,0,-70.5082956689113,-33.39386138007256,-70.48963229092938,-33.415772160787235,2026-03-07T15:32:00Z,2026-03-07T16:30:00Z,car,leisure,male,Recoleta,Ñuñoa,2.32,-180,200k-400k,STOP_0851,SEC_167,8
m00365,u0042,t00365,0,-70.63656909360874,-33.567064807663236,-70.65312538564223,-33.59952712657218,2026-03-06T09:13:00Z,2026-03-06T10:40:00Z,car,Otra actividad,unknown,Estación Central,Independencia,4.35,-180,no_income,STOP_2270,SEC_106,4
m00366,u0483,t00366,0,-70.6887200510188,-33.403140950475915,-70.75087513324924,-33.43171792828412,2026-03-07T01:52:00Z,2026-03-07T02:44:00Z,walk,De compras,unknown,Independencia,Maipú,2.881,-180,400k-800k,STOP_0898,SEC_591,7
