movement_id,user_id,trip_id,movement_seq,origin_longitude,origin_latitude,destination_longitude,destination_latitude,origin_time_utc,destination_time_utc,origin_h3_index,destination_h3_index,mode,purpose,day_type,time_period,user_gender,trip_weight,origin_municipality,destination_municipality,household_id,source_person_id,stage_count,activity_destination,travel_time_min,fare_amount
m00311,u0403,t00311,0,-70.72293444843345,-33.65013598753278,-70.70582899967826,-33.662319996896905,2026-03-06T11:26:00-03:00,2026-03-06T11:59:00-03:00,88b2c57b5dfffff,88b2c57a2dfffff,bus,shopping,weekend,night,unknown,1.296,Providencia,Ñuñoa,H00101,P00592,2,compra,33.0,1200.0
m00312,u0071,t00312,0,-70.61321802170903,-33.58631942900883,-70.62602765140109,-33.61717455623707,2026-03-06T10:38:00-03:00,2026-03-06T10:53:00-03:00,88b2c57365fffff,88b2c54491fffff,taxi,education,weekday,night,other,3.602,Puente Alto,San Miguel,H00167,P00003,2,salud,15.0,760.0
m00313,u0168,t00313,0,-70.6404896026857,-33.51664293782368,-70.57010771190774,-33.52315724621597,2026-03-04T04:18:00-03:00,2026-03-04T06:04:00-03:00,88b2c54657fffff,88b2c50913fffff,taxi,education,weekday,midday,male,2.521,Las Condes,Independencia,H00183,P00223,2,recreación,106.0,1200.0
m00314,u0146,t00314,0,-70.59705959938978,-33.49461831099962,-70.63319890087874,-33.48629798560801,2026-03-04T21:56:00-03:00,2026-03-04T22:52:00-03:00,88b2c50947fffff,88b2c554bbfffff,bicycle,shopping,weekend,morning,other,2.249,Estación Central,Puente Alto,H00121,P00158,2,salud,56.0,760.0
m00315,u0395,t00315,0,-70.64681261868787,-33.48267109018038,-70.67622314915829,-33.497513543096154,2026-03-01T08:35:00-03:00,2026-03-01T08:55:00-03:00,88b2c554bdfffff,88b2c55593fffff,ride_hailing,education,weekend,midday,male,1.418,Las Condes,La Florida,H00564,P00528,4,trabajo,20.0,0.0
m00316,u0438,t00316,0,-70.57812360496526,-33.44691351016153,-70.61691632749573,-33.43029490498167,2026-03-03T06:53:00-03:00,2026-03-03T08:13:00-03:00,88b2c50b6bfffff,88b2c556bdfffff,metro,other,weekday,night,other,4.51,Puente Alto,Independencia,H00125,P00072,4,trabajo,80.0,760.0
m00317,u0436,t00317,0,-70.65054074670422,-33.4749397064658,-70.6376021446662,-33.49242952297572,2026-03-04T22:45:00-03:00,2026-03-04T22:56:00-03:00,88b2c554abfffff,88b2c554b1fffff,walk,other,weekday,morning,male,2.494,Pudahuel,Quilicura,H00291,P00244,1,recreación,11.0,1520.0
m00318,u0563,t00318,0,-70.58153112838683,-33.36605283115653,-70.63645315476957,-33.34744165933859,2026-03-02T03:07:00-03:00,2026-03-02T04:03:00-03:00,88b2c51901fffff,88b2c5ccb5fffff,ride_hailing,shopping,weekend,midday,male,3.235,San Miguel,Las Condes,H00339,P00520,1,recreación,56.0,1520.0
m00319,u0461,t00319,0,-70.57291772296334,-33.504081384454516,-70.59205886275365,-33.49081472259342,2026-03-02T03:50:00-03:00,2026-03-02T05:16:00-03:00,88b2c50953fffff,88b2c50943fffff,train,other,holiday,morning,female,1.006,Puente Alto,San Miguel,H00156,P00582,1,compra,86.0,1520.0
m00320,u0192,t00320,0,-70.74045266302248,-33.518985436758044,-70.82654729593665,-33.52081312839928,2026-03-01T13:35:00-03:00,2026-03-01T15:02:00-03:00,88b2c5476bfffff,88b2c5403bfffff,ride_hailing,transfer,holiday,morning,male,0.986,San Miguel,Las Condes,H00282,P00549,3,estudio,87.0,760.0
m00321,u0064,t00321,0,-70.84081440468707,-33.411689956918366,-70.83119755052195,-33.42493142628935,2026-03-02T17:16:00-03:00,2026-03-02T18:13:00-03:00,88b2c5518bfffff,88b2c55191fffff,other,home,weekday,morning,other,0.803,La Florida,Santiago,H00102,P00392,2,recreación,57.0,1200.0
m00322,u0368,t00322,0,-70.50565071439854,-33.57285136559409,-70.52565930874879,-33.56830514172113,2026-03-08T04:48:00-03:00,2026-03-08T05:35:00-03:00,88b2c57243fffff,88b2c57245fffff,motorcycle,errand,holiday,night,unknown,2.153,Maipú,Independencia,H00289,P00097,4,compra,47.0,760.0
m00323,u0549,t00323,0,-70.63433412692876,-33.418824663574405,-70.69385639668604,-33.4023170512834,2026-03-06T02:56:00-03:00,2026-03-06T04:37:00-03:00,88b2c556e7fffff,88b2c55711fffff,walk,health,weekend,morning,female,2.628,Recoleta,La Florida,H00011,P00057,4,estudio,101.0,0.0
m00324,u0585,t00324,0,-70.83144858954961,-33.4417957453019,-70.78802421343065,-33.37994177071995,2026-03-07T21:18:00-03:00,2026-03-07T21:44:00-03:00,88b2c54261fffff,88b2c550c5fffff,bus,shopping,weekend,morning,female,1.601,Puente Alto,Ñuñoa,H00263,P00246,1,estudio,26.0,760.0
m00325,u0138,t00325,0,-70.73138194972186,-33.461795399193456,-70.78368862565726,-33.43361278653951,2026-03-03T01:11:00-03:00,2026-03-03T01:24:00-03:00,88b2c555edfffff,88b2c54259fffff,scooter,errand,weekday,evening,other,2.074,Estación Central,Santiago,H00218,P00287,3,estudio,13.0,0.0
m00326,u0141,t00326,0,-70.58281257076301,-33.32293791142806,-70.55093482316188,-33.293658212933586,2026-03-05T10:36:00-03:00,2026-03-05T10:59:00-03:00,88b2c51b2dfffff,88b2c51b49fffff,walk,errand,weekday,evening,other,0.528,La Florida,Estación Central,H00210,P00308,4,estudio,23.0,900.0
m00327,u0022,t00327,0,-70.68796768311329,-33.49977659562358,-70.7160093160728,-33.40712122977777,2026-03-07T11:50:00-03:00,2026-03-07T13:27:00-03:00,88b2c5466dfffff,88b2c55731fffff,bicycle,leisure,holiday,midday,female,2.08,Pudahuel,Quilicura,H00066,P00029,4,estudio,97.0,1200.0
m00328,u0084,t00328,0,-70.71120614193191,-33.285176146358076,-70.64714328681609,-33.26969739205504,2026-03-03T17:08:00-03:00,2026-03-03T18:07:00-03:00,88b2c5cd5dfffff,88b2c5cc4bfffff,other,education,weekday,morning,male,1.036,Ñuñoa,Estación Central,H00599,P00405,3,salud,59.0,0.0
m00329,u0332,t00329,0,-70.5199118139687,-33.46803451593825,-70.48992979241166,-33.4534952105989,2026-03-05T20:24:00-03:00,2026-03-05T20:33:00-03:00,88b2c50a35fffff,88b2c50a1dfffff,metro,health,weekday,midday,female,1.078,Independencia,Providencia,H00016,P00237,2,trabajo,9.0,0.0
m00330,u0328,t00330,0,-70.76472871463838,-33.55216131559762,-70.80505062947334,-33.53104086336797,2026-03-06T02:23:00-03:00,2026-03-06T02:47:00-03:00,88b2c5409bfffff,88b2c540ebfffff,motorcycle,education,weekday,afternoon,female,0.52,San Miguel,Santiago,H00087,P00065,4,estudio,24.0,800.0
m00331,u0222,t00331,0,-70.73981533577548,-33.44440643352042,-70.77649863786388,-33.474675412848065,2026-03-07T01:49:00-03:00,2026-03-07T01:57:00-03:00,88b2c55503fffff,88b2c542c5fffff,ride_hailing,other,holiday,morning,female,3.634,Pudahuel,Ñuñoa,H00061,P00549,2,trabajo,8.0,0.0
m00332,u0185,t00332,0,-70.63886135249517,-33.5360996160255,-70.6146403442862,-33.549416665118066,2026-03-08T00:52:00-03:00,2026-03-08T02:30:00-03:00,88b2c54613fffff,88b2c546d5fffff,motorcycle,home,holiday,afternoon,other,4.691,La Florida,Providencia,H00586,P00214,4,salud,98.0,1200.0
m00333,u0497,t00333,0,-70.6209545067946,-33.51014046782508,-70.631449632023,-33.52532554582585,2026-03-05T13:21:00-03:00,2026-03-05T14:19:00-03:00,88b2c5092dfffff,88b2c5461bfffff,bicycle,home,weekday,evening,unknown,3.297,Pudahuel,La Florida,H00191,P00139,2,recreación,58.0,800.0
m00334,u0276,t00334,0,-70.61036569656592,-33.41823733599876,-70.61713939684678,-33.39880891668217,2026-03-05T07:51:00-03:00,2026-03-05T08:03:00-03:00,88b2c55681fffff,88b2c556c5fffff,other,home,holiday,midday,male,0.933,Santiago,Independencia,H00258,P00295,4,salud,12.0,800.0
m00335,u0484,t00335,0,-70.5688761955431,-33.40555343290799,-70.51798664107221,-33.41077866977463,2026-03-07T07:58:00-03:00,2026-03-07T08:28:00-03:00,88b2c519e7fffff,88b2c51999fffff,metro,shopping,holiday,night,female,4.953,Independencia,Las Condes,H00450,P00570,4,estudio,30.0,0.0
m00336,u0577,t00336,0,-70.64014213793185,-33.499773416020346,-70.67008969286664,-33.495626713256115,2026-03-06T00:59:00-03:00,2026-03-06T02:14:00-03:00,88b2c54659fffff,88b2c5464dfffff,motorcycle,health,weekend,night,unknown,4.89,Pudahuel,Puente Alto,H00030,P00494,3,compra,75.0,1200.0
m00337,u0190,t00337,0,-70.61106160610616,-33.37100758839629,-70.60740985521915,-33.33838394979183,2026-03-03T18:45:00-03:00,2026-03-03T19:58:00-03:00,88b2c5192dfffff,88b2c5cc91fffff,motorcycle,other,weekend,evening,male,2.607,La Florida,San Miguel,H00040,P00059,1,trabajo,73.0,1200.0
m00338,u0121,t00338,0,-70.6859209259315,-33.35739937935831,-70.64773581418541,-33.33150485719719,2026-03-05T15:51:00-03:00,2026-03-05T17:30:00-03:00,88b2c5cdbbfffff,88b2c5ccadfffff,metro,errand,weekday,midday,female,0.985,Santiago,Maipú,H00109,P00412,1,compra,99.0,1200.0
m00339,u0571,t00339,0,-70.65373016967632,-33.33509585947494,-70.6213654701409,-33.33994748956618,2026-03-05T02:15:00-03:00,2026-03-05T02:22:00-03:00,88b2c5ccadfffff,88b2c5ccb9fffff,taxi,work,weekday,morning,female,3.743,San Miguel,La Florida,H00407,P00398,4,estudio,7.0,900.0
m00340,u0380,t00340,0,-70.64924658199463,-33.407646927429944,-70.65563108869546,-33.42774678033629,2026-03-02T20:25:00-03:00,2026-03-02T20:37:00-03:00,88b2c55633fffff,88b2c55457fffff,car,shopping,holiday,afternoon,male,4.827,Pudahuel,Recoleta,H00587,P00531,4,compra,12.0,760.0
m00341,u0174,t00341,0,-70.6384901864181,-33.34092570303315,-70.6500464216522,-33.306867461083556,2026-03-04T20:40:00-03:00,2026-03-04T20:49:00-03:00,88b2c5ccabfffff,88b2c5cc17fffff,car,work,weekday,evening,other,4.004,La Florida,Estación Central,H00372,P00579,3,compra,9.0,0.0
m00342,u0373,t00342,0,-70.58274601924172,-33.600463874237924,-70.65229863774256,-33.57724713881063,2026-03-05T14:45:00-03:00,2026-03-05T15:35:00-03:00,88b2c57301fffff,88b2c546a7fffff,car,errand,weekend,midday,male,3.309,Providencia,Maipú,H00523,P00447,4,salud,50.0,760.0
m00343,u0309,t00343,0,-70.60448543180551,-33.47543252389028,-70.64673523151212,-33.523620228439135,2026-03-07T13:50:00-03:00,2026-03-07T15:18:00-03:00,88b2c5549bfffff,88b2c5461dfffff,taxi,leisure,weekend,morning,male,3.249,Puente Alto,Providencia,H00529,P00392,4,compra,88.0,900.0
m00344,u0543,t00344,0,-70.65557829970997,-33.519360420505876,-70.64284393064699,-33.528755038673125,2026-03-05T07:31:00-03:00,2026-03-05T08:52:00-03:00,88b2c5460bfffff,88b2c54611fffff,walk,home,weekday,evening,male,4.901,Estación Central,Vitacura,H00165,P00212,2,recreación,81.0,0.0
m00345,u0153,t00345,0,-70.7409125984941,-33.44046193110981,-70.74642788605179,-33.43549646724931,2026-03-02T09:42:00-03:00,2026-03-02T10:11:00-03:00,88b2c55501fffff,88b2c5550dfffff,taxi,leisure,holiday,night,unknown,0.829,Ñuñoa,Recoleta,H00110,P00539,4,trabajo,29.0,0.0
m00346,u0594,t00346,0,-70.65323287419372,-33.49571593753574,-70.65023579105107,-33.47235104602211,2026-03-08T03:55:00-03:00,2026-03-08T05:15:00-03:00,88b2c5464bfffff,88b2c55485fffff,car,education,holiday,evening,other,1.173,San Miguel,La Florida,H00096,P00565,4,recreación,80.0,760.0
m00347,u0561,t00347,0,-70.66280177848957,-33.46329262735598,-70.6212316341042,-33.43598958250779,2026-03-05T07:06:00-03:00,2026-03-05T08:26:00-03:00,88b2c554e7fffff,88b2c556b5fffff,motorcycle,leisure,holiday,midday,other,4.239,Maipú,Pudahuel,H00476,P00594,2,salud,80.0,0.0
m00348,u0108,t00348,0,-70.64068184201868,-33.29942600958368,-70.68817476638117,-33.290908829548414,2026-03-03T06:14:00-03:00,2026-03-03T06:41:00-03:00,88b2c5cc11fffff,88b2c5cc67fffff,motorcycle,transfer,weekend,night,male,1.153,Independencia,Estación Central,H00401,P00572,1,salud,27.0,0.0
m00349,u0098,t00349,0,-70.43934746928596,-33.463577583713636,-70.44879468137528,-33.44602015777287,2026-03-06T12:44:00-03:00,2026-03-06T14:15:00-03:00,88b2c50137fffff,88b2c5012bfffff,car,leisure,weekday,morning,other,2.225,Puente Alto,Providencia,H00518,P00385,3,recreación,91.0,800.0
m00350,u0319,t00350,0,-70.71237727785412,-33.41689661462478,-70.70482883931767,-33.41497251055344,2026-03-03T22:37:00-03:00,2026-03-03T23:30:00-03:00,88b2c55733fffff,88b2c5546dfffff,car,leisure,weekday,afternoon,unknown,1.767,Puente Alto,Vitacura,H00304,P00573,2,trabajo,53.0,1200.0
m00351,u0026,t00351,0,-70.61777109808746,-33.46858154639394,-70.64593749559045,-33.48879709703936,2026-03-03T20:10:00-03:00,2026-03-03T20:21:00-03:00,88b2c554d7fffff,88b2c554b5fffff,train,leisure,weekend,afternoon,other,1.596,Recoleta,Recoleta,H00585,P00469,2,estudio,11.0,800.0
m00352,u0179,t00352,0,-70.55315379327557,-33.44394293696346,-70.49589470871847,-33.4517808686947,2026-03-07T03:01:00-03:00,2026-03-07T03:50:00-03:00,88b2c50b5dfffff,88b2c50a03fffff,taxi,work,holiday,night,unknown,0.616,Recoleta,Recoleta,H00536,P00144,3,trabajo,49.0,0.0
m00353,u0261,t00353,0,-70.65019980859006,-33.449518665565115,-70.61385633652553,-33.448948929965916,2026-03-07T07:45:00-03:00,2026-03-07T09:18:00-03:00,88b2c554e9fffff,88b2c554d9fffff,taxi,work,weekday,afternoon,female,3.048,La Florida,Vitacura,H00485,P00019,4,salud,93.0,800.0
m00354,u0581,t00354,0,-70.42621548808278,-33.41413407472215,-70.41461015499922,-33.41517445222271,2026-03-04T22:01:00-03:00,2026-03-04T23:26:00-03:00,88b2c5014bfffff,88b2c50159fffff,scooter,shopping,holiday,evening,unknown,2.306,Ñuñoa,Maipú,H00481,P00588,1,estudio,85.0,0.0
m00355,u0595,t00355,0,-70.69780392917315,-33.35677539715623,-70.62603465800001,-33.41334258428953,2026-03-03T20:39:00-03:00,2026-03-03T21:14:00-03:00,88b2c5cdbdfffff,88b2c556e3fffff,other,health,weekday,afternoon,unknown,2.982,Providencia,Quilicura,H00074,P00256,4,estudio,35.0,900.0
m00356,u0090,t00356,0,-70.62759107776799,-33.318208480191736,-70.6875468889524,-33.33013298023962,2026-03-07T07:01:00-03:00,2026-03-07T08:33:00-03:00,88b2c5ccc7fffff,88b2c5cd89fffff,walk,health,holiday,afternoon,other,1.87,Independencia,San Miguel,H00446,P00524,2,salud,92.0,760.0
m00357,u0535,t00357,0,-70.73988057448929,-33.42523039344727,-70.74018962573352,-33.4235442238546,2026-03-02T11:06:00-03:00,2026-03-02T11:55:00-03:00,88b2c55543fffff,88b2c55541fffff,ride_hailing,leisure,weekend,night,unknown,4.737,Maipú,Estación Central,H00568,P00172,3,compra,49.0,800.0
m00358,u0054,t00358,0,-70.69515247351433,-33.40283624911716,-70.68049899475696,-33.41127734887433,2026-03-06T11:31:00-03:00,2026-03-06T12:28:00-03:00,88b2c55711fffff,88b2c55445fffff,bicycle,education,weekend,afternoon,other,3.161,Recoleta,La Florida,H00175,P00216,4,salud,57.0,1520.0
m00359,u0449,t00359,0,-70.63510660896033,-33.54206916073485,-70.67168881083208,-33.549473874600196,2026-03-05T08:07:00-03:00,2026-03-05T08:21:00-03:00,88b2c546c5fffff,88b2c5445dfffff,metro,transfer,weekend,afternoon,male,4.825,Puente Alto,Pudahuel,H00488,P00494,1,recreación,14.0,900.0
m00360,u0507,t00360,0,-70.57536959376922,-33.457030139393254,-70.56334101209652,-33.44239039826912,2026-03-07T05:28:00-03:00,2026-03-07T07:27:00-03:00,88b2c50b05fffff,88b2c50b43fffff,car,errand,weekend,night,other,2.075,Quilicura,La Florida,H00210,P00315,1,estudio,119.0,1200.0
m00361,u0534,t00361,0,-70.62809051659764,-33.37477684280932,-70.67235381634916,-33.40714555842078,2026-03-04T04:39:00-03:00,2026-03-04T06:20:00-03:00,88b2c55657fffff,88b2c55441fffff,motorcycle,education,weekday,morning,other,0.51,Independencia,Puente Alto,H00127,P00406,4,recreación,101.0,800.0
m00362,u0134,t00362,0,-70.53408851506653,-33.38072250892663,-70.50646622233556,-33.429563775345166,2026-03-07T01:46:00-03:00,2026-03-07T02:13:00-03:00,88b2c519c9fffff,88b2c50a47fffff,walk,leisure,weekend,evening,female,4.016,Puente Alto,Puente Alto,H00438,P00192,2,compra,27.0,1520.0
m00363,u0536,t00363,0,-70.66949653105927,-33.4330712213764,-70.62718314033411,-33.443516315101505,2026-03-01T08:33:00-03:00,2026-03-01T09:42:00-03:00,88b2c55403fffff,88b2c554c9fffff,metro,work,holiday,evening,female,4.223,Maipú,Vitacura,H00099,P00368,4,estudio,69.0,1200.0
m00364,u0069,t00364,0,-70.6932168529839,-33.37908848323457,-70.68232351693877,-33.35616505106952,2026-03-06T13:23:00-03:00,2026-03-06T14:57:00-03:00,88b2c55751fffff,88b2c5cdbbfffff,car,shopping,weekday,night,male,0.764,Pudahuel,Quilicura,H00288,P00292,2,recreación,94.0,900.0
m00365,u0311,t00365,0,-70.38960148927205,-33.4107386632805,-70.46371340187466,-33.3601120720959,2026-03-01T17:43:00-03:00,2026-03-01T18:46:00-03:00,88b2c50069fffff,88b2c51abdfffff,scooter,transfer,holiday,afternoon,other,3.314,Santiago,Ñuñoa,H00561,P00558,3,compra,63.0,900.0
m00366,u0281,t00366,0,-70.6205762350558,-33.353975499339256,-70.65924797590243,-33.330511652166415,2026-03-05T17:55:00-03:00,2026-03-05T18:24:00-03:00,88b2c5ccb3fffff,88b2c5cddbfffff,train,leisure,weekend,midday,female,3.475,Santiago,Vitacura,H00094,P00295,3,trabajo,29.0,900.0
m00367,u0189,t00367,0,-70.73194815459784,-33.42685126744343,-70.70935975446932,-33.4708991802395,2026-03-02T14:48:00-03:00,2026-03-02T16:44:00-03:00,88b2c55543fffff,88b2c5558dfffff,walk,education,holiday,midday,unknown,1.156,Providencia,Recoleta,H00093,P00053,4,estudio,116.0,0.0
m00368,u0013,t00368,0,-70.72942637622481,-33.478455865245685,-70.72857843048432,-33.485426882426985,2026-03-07T23:51:00-03:00,2026-03-08T00:26:00-03:00,88b2c555e7fffff,88b2c555adfffff,taxi,work,holiday,midday,female,2.986,Maipú,Providencia,H00565,P00441,3,recreación,35.0,760.0
m00369,u0463,t00369,0,-70.75426799145313,-33.42313269944536,-70.86202809616083,-33.415433668012916,2026-03-06T15:14:00-03:00,2026-03-06T15:57:00-03:00,88b2c55545fffff,88b2c55185fffff,bicycle,home,weekday,evening,unknown,1.594,La Florida,Pudahuel,H00466,P00572,3,compra,43.0,1200.0
m00370,u0201,t00370,0,-70.56634306441431,-33.68444755006823,-70.51662984905958,-33.67911981656052,2026-03-01T23:34:00-03:00,2026-03-02T00:21:00-03:00,88b2c57181fffff,88b2c57085fffff,bicycle,home,weekday,midday,other,0.574,Maipú,Las Condes,H00276,P00529,2,compra,47.0,800.0
m00371,u0396,t00371,0,-70.69643772928931,-33.4193691410892,-70.69097146903916,-33.403190004500914,2026-03-07T11:51:00-03:00,2026-03-07T13:38:00-03:00,88b2c55461fffff,88b2c55713fffff,walk,transfer,holiday,midday,male,4.401,Las Condes,Vitacura,H00243,P00060,2,salud,107.0,1200.0
m00372,u0246,t00372,0,-70.64726375243434,-33.74187302601719,-70.68002673899434,-33.769384494411014,2026-03-03T00:19:00-03:00,2026-03-03T01:21:00-03:00,88b2c578d7fffff,88b2c56a49fffff,scooter,transfer,weekday,afternoon,male,2.713,Maipú,La Florida,H00578,P00599,2,trabajo,62.0,900.0
m00373,u0224,t00373,0,-70.66635086744382,-33.587877072592434,-70.62655264354116,-33.58592877996591,2026-03-05T01:40:00-03:00,2026-03-05T03:07:00-03:00,88b2c544e9fffff,88b2c546b7fffff,other,errand,weekend,midday,other,4.018,La Florida,Vitacura,H00434,P00208,2,trabajo,87.0,0.0
m00374,u0531,t00374,0,-70.5868507592059,-33.41385851192472,-70.61395235972218,-33.40124882703144,2026-03-01T20:19:00-03:00,2026-03-01T22:07:00-03:00,88b2c556d7fffff,88b2c556c5fffff,car,health,holiday,evening,female,3.753,Maipú,La Florida,H00544,P00500,4,compra,108.0,900.0
m00375,u0056,t00375,0,-70.7446744092884,-33.41179765301866,-70.77221249399255,-33.38702752441955,2026-03-01T23:44:00-03:00,2026-03-02T01:35:00-03:00,88b2c5554dfffff,88b2c550c3fffff,other,education,weekend,morning,other,4.972,Recoleta,Providencia,H00055,P00378,1,recreación,111.0,900.0
m00376,u0441,t00376,0,-70.7675572286143,-33.542994302411195,-70.75322312257373,-33.567165847409576,2026-03-02T22:32:00-03:00,2026-03-03T00:15:00-03:00,88b2c54099fffff,88b2c54547fffff,scooter,work,weekday,evening,other,2.471,Puente Alto,Pudahuel,H00318,P00583,3,trabajo,103.0,800.0
m00377,u0448,t00377,0,-70.63757026928184,-33.506968163350315,-70.56632873091215,-33.517322869367604,2026-03-04T23:46:00-03:00,2026-03-05T01:35:00-03:00,88b2c54651fffff,88b2c5091bfffff,metro,home,weekday,afternoon,female,2.424,Estación Central,Pudahuel,H00435,P00204,3,salud,109.0,1200.0
m00378,u0227,t00378,0,-70.59990407153,-33.340356720910876,-70.5349605844111,-33.42147125131308,2026-03-05T01:12:00-03:00,2026-03-05T03:06:00-03:00,88b2c5cc91fffff,88b2c51995fffff,walk,leisure,holiday,evening,unknown,1.768,Estación Central,Maipú,H00021,P00364,4,recreación,114.0,800.0
m00379,u0157,t00379,0,-70.62674676869024,-33.48872241052582,-70.61235830873407,-33.50736626955315,2026-03-07T05:44:00-03:00,2026-03-07T07:42:00-03:00,88b2c554bbfffff,88b2c50963fffff,bicycle,home,holiday,morning,other,3.313,Independencia,Las Condes,H00307,P00409,3,trabajo,118.0,0.0
m00380,u0003,t00380,0,-70.74094537290974,-33.27056637500776,-70.72244994655573,-33.28629882179689,2026-03-02T09:44:00-03:00,2026-03-02T11:02:00-03:00,88b2c5c89bfffff,88b2c5cd43fffff,walk,home,weekend,midday,female,2.688,San Miguel,Vitacura,H00033,P00092,2,trabajo,78.0,0.0
m00381,u0562,t00381,0,-70.59225151579086,-33.45015358825411,-70.56059155850747,-33.480741123499136,2026-03-06T11:54:00-03:00,2026-03-06T12:14:00-03:00,88b2c50b61fffff,88b2c5086dfffff,train,transfer,weekend,night,other,3.779,Santiago,Pudahuel,H00540,P00465,1,recreación,20.0,1520.0
m00382,u0568,t00382,0,-70.73438609270956,-33.417357105849504,-70.78466543972434,-33.412388741342525,2026-03-01T06:59:00-03:00,2026-03-01T07:17:00-03:00,88b2c5554bfffff,88b2c550b9fffff,bus,health,holiday,evening,male,2.104,Recoleta,Maipú,H00408,P00086,2,trabajo,18.0,800.0
m00383,u0144,t00383,0,-70.71215386447864,-33.320650048120115,-70.68638793099255,-33.32232841108147,2026-03-03T06:54:00-03:00,2026-03-03T08:30:00-03:00,88b2c5cd17fffff,88b2c5cdc1fffff,metro,errand,holiday,evening,unknown,1.089,Puente Alto,Independencia,H00113,P00497,2,salud,96.0,800.0
m00384,u0019,t00384,0,-70.7543953524722,-33.43951783070453,-70.78375829119794,-33.50729424703186,2026-03-02T11:24:00-03:00,2026-03-02T12:05:00-03:00,88b2c55505fffff,88b2c542a3fffff,other,work,weekend,morning,male,4.381,Maipú,Ñuñoa,H00312,P00075,1,salud,41.0,760.0
m00385,u0073,t00385,0,-70.52988416513479,-33.530187518455264,-70.51714504246293,-33.52372227937621,2026-03-02T02:48:00-03:00,2026-03-02T04:25:00-03:00,88b2c509d9fffff,88b2c508edfffff,motorcycle,work,weekend,night,unknown,4.226,Quilicura,Las Condes,H00065,P00107,3,estudio,97.0,1200.0
m00386,u0040,t00386,0,-70.59665784589725,-33.45877819613555,-70.60575655100155,-33.48662792005922,2026-03-05T08:12:00-03:00,2026-03-05T10:04:00-03:00,88b2c50b2dfffff,88b2c50945fffff,bus,errand,holiday,afternoon,unknown,2.08,Santiago,Independencia,H00482,P00296,2,estudio,112.0,900.0
m00387,u0498,t00387,0,-70.5995006624321,-33.45284885889521,-70.57945232934753,-33.43827819011949,2026-03-07T13:18:00-03:00,2026-03-07T14:37:00-03:00,88b2c50b65fffff,88b2c50b45fffff,taxi,shopping,holiday,afternoon,female,3.607,Ñuñoa,Quilicura,H00117,P00109,4,compra,79.0,1520.0
m00388,u0535,t00388,0,-70.53527885788576,-33.55917933217613,-70.5305547192855,-33.59763486960799,2026-03-05T22:03:00-03:00,2026-03-05T23:35:00-03:00,88b2c50991fffff,88b2c5722bfffff,taxi,errand,weekend,midday,male,2.716,Pudahuel,Vitacura,H00364,P00046,1,compra,92.0,1520.0
m00389,u0091,t00389,0,-70.37873507517612,-33.47046656570727,-70.50165628600898,-33.469566369551345,2026-03-07T05:29:00-03:00,2026-03-07T06:06:00-03:00,88b2c501d7fffff,88b2c50a33fffff,bus,work,holiday,night,female,3.924,Vitacura,La Florida,H00047,P00031,4,recreación,37.0,1520.0
m00390,u0448,t00390,0,-70.83092261039101,-33.509375367519795,-70.82376694192281,-33.51787026738639,2026-03-05T09:21:00-03:00,2026-03-05T10:15:00-03:00,88b2c54003fffff,88b2c5403bfffff,taxi,education,weekday,evening,male,2.256,San Miguel,Las Condes,H00094,P00171,2,compra,54.0,760.0
m00391,u0107,t00391,0,-70.73383765808771,-33.37605137942501,-70.70815153999574,-33.3669583228765,2026-03-01T15:01:00-03:00,2026-03-01T16:56:00-03:00,88b2c55769fffff,88b2c5574bfffff,walk,work,holiday,midday,female,2.91,San Miguel,San Miguel,H00588,P00294,2,recreación,115.0,900.0
m00392,u0220,t00392,0,-70.72161750841745,-33.447231050065184,-70.70378037448391,-33.44349013173564,2026-03-03T16:07:00-03:00,2026-03-03T17:45:00-03:00,88b2c55511fffff,88b2c55427fffff,walk,shopping,weekday,afternoon,other,0.76,Estación Central,Independencia,H00231,P00026,2,estudio,98.0,800.0
m00393,u0359,t00393,0,-70.74508196223826,-33.472623659931806,-70.7491854000866,-33.48027858518245,2026-03-07T00:22:00-03:00,2026-03-07T00:50:00-03:00,88b2c542d9fffff,88b2c542d1fffff,taxi,education,weekday,evening,female,1.287,Providencia,Estación Central,H00073,P00082,4,estudio,28.0,1200.0
m00394,u0431,t00394,0,-70.76775832476036,-33.45849455444981,-70.70207185708315,-33.50458272387113,2026-03-01T13:25:00-03:00,2026-03-01T15:17:00-03:00,88b2c55527fffff,88b2c555b3fffff,ride_hailing,education,weekend,midday,other,4.018,La Florida,Providencia,H00419,P00366,3,estudio,112.0,1200.0
m00395,u0524,t00395,0,-70.68996530640554,-33.43215023852751,-70.67751038124068,-33.476466477431345,2026-03-01T22:19:00-03:00,2026-03-01T23:21:00-03:00,88b2c55405fffff,88b2c555d3fffff,metro,errand,weekday,night,male,2.217,Ñuñoa,Independencia,H00120,P00191,1,salud,62.0,760.0
m00396,u0026,t00396,0,-70.78166037152894,-33.40065486402482,-70.76415343952122,-33.41817147219759,2026-03-07T02:04:00-03:00,2026-03-07T03:46:00-03:00,88b2c55081fffff,88b2c55097fffff,ride_hailing,errand,weekend,evening,unknown,0.658,La Florida,San Miguel,H00353,P00454,4,trabajo,102.0,1520.0
