movement_id,user_id,trip_id,movement_seq,origin_longitude,origin_latitude,destination_longitude,destination_latitude,origin_time_utc,destination_time_utc,origin_h3_index,destination_h3_index,mode,purpose,user_gender,origin_municipality,destination_municipality,trip_weight,timezone_offset_min,origin_stop_id,household_vehicle_count
m00099,u0031,t00099,0,-70.50851663254363,-33.38877049630219,-70.48989832753767,-33.36625728478683,2026-03-01T21:18:00Z,2026-03-01T23:04:00Z,88b2c518e5fffff,88b2c5181bfffff,ride_hailing,education,unknown,Puente Alto,Maipú,2.661,-180,STOP_4416,2
m00100,u0040,t00100,0,-70.76379080019412,-33.39201135389019,-70.78631576453232,-33.36571737121575,2026-03-07T18:59:00Z,2026-03-07T19:49:00Z,88b2c550d1fffff,88b2c552a5fffff,motorcycle,leisure,other,Ñuñoa,Pudahuel,3.967,-180,STOP_2572,2
m00101,u0080,t00101,0,-70.69019196213523,-33.432125972986114,-70.7060122527378,-33.4551439199906,2026-03-02T16:39:00Z,2026-03-02T16:56:00Z,88b2c55405fffff,88b2c555cdfffff,scooter,other,male,Santiago,Pudahuel,2.022,-180,STOP_1755,0
m00102,u0047,t00102,0,-70.47633787882752,-33.285191117192525,-70.43025514859148,-33.247482264985614,2026-03-06T23:42:00Z,2026-03-07T00:09:00Z,88b2c51a4bfffff,88b2c5c4dbfffff,ride_hailing,education,male,Independencia,Las Condes,1.471,-180,STOP_0917,2
m00103,u0070,t00103,0,-70.42772278903227,-33.379378981731946,-70.41509266735567,-33.33348703930351,2026-03-06T00:03:00Z,2026-03-06T01:13:00Z,88b2c50363fffff,88b2c51adbfffff,car,other,unknown,Vitacura,Santiago,0.999,-180,STOP_1732,3
m00104,u0098,t00104,0,-70.65480187338603,-33.492425910218934,-70.6644679125652,-33.46364726092027,2026-03-01T19:58:00Z,2026-03-01T21:33:00Z,88b2c54649fffff,88b2c554e7fffff,train,errand,male,Puente Alto,Vitacura,3.303,-180,STOP_1626,1
m00105,u0144,t00105,0,-70.67176842851539,-33.58452829960319,-70.723454165866,-33.569465633623686,2026-03-03T16:20:00Z,2026-03-03T18:05:00Z,88b2c54417fffff,88b2c5455bfffff,other,education,female,Ñuñoa,Maipú,0.833,-180,STOP_3112,1
m00106,u0056,t00106,0,-70.67291959708753,-33.60414786799634,-70.64720187748678,-33.58519877042324,2026-03-05T17:11:00Z,2026-03-05T19:09:00Z,88b2c544e7fffff,88b2c544c1fffff,scooter,errand,other,Quilicura,Las Condes,3.493,-180,STOP_0788,3
m00107,u0128,t00107,0,-70.55748711961584,-33.408472081706826,-70.46357369566985,-33.42676398695589,2026-03-07T06:15:00Z,2026-03-07T07:37:00Z,88b2c51985fffff,88b2c50165fffff,motorcycle,education,male,Las Condes,Pudahuel,2.497,-180,STOP_4713,0
m00108,u0033,t00108,0,-70.6354004502921,-33.28943401935924,-70.68257327082112,-33.27051840565192,2026-03-04T01:18:00Z,2026-03-04T02:52:00Z,88b2c5cc19fffff,88b2c5cc69fffff,train,work,other,Maipú,Puente Alto,1.673,-180,STOP_0236,2
m00109,u0127,t00109,0,-70.57988946697895,-33.476347763377774,-70.63051069036919,-33.482960330151286,2026-03-08T02:03:00Z,2026-03-08T02:59:00Z,88b2c50b35fffff,88b2c554b9fffff,train,errand,male,Independencia,Pudahuel,2.047,-180,STOP_4931,2
m00110,u0079,t00110,0,-70.73732396908132,-33.47042823471529,-70.80075524001168,-33.483940699435486,2026-03-06T07:32:00Z,2026-03-06T08:34:00Z,88b2c555e5fffff,88b2c542e5fffff,other,home,female,Independencia,Recoleta,2.106,-180,STOP_1702,1
m00111,u0029,t00111,0,-70.58476292616649,-33.46469084625952,-70.62736812309245,-33.45657538916866,2026-03-01T18:12:00Z,2026-03-01T18:40:00Z,88b2c50b2bfffff,88b2c554c3fffff,bus,errand,female,Pudahuel,Puente Alto,2.807,-180,STOP_2367,0
m00112,u0013,t00112,0,-70.75128195295153,-33.56706186591743,-70.68951119891348,-33.56356958546505,2026-03-03T02:28:00Z,2026-03-03T04:13:00Z,88b2c54543fffff,88b2c54409fffff,car,transfer,unknown,San Miguel,Puente Alto,1.373,-180,STOP_1452,1
m00113,u0102,t00113,0,-70.54344545513793,-33.586705803235546,-70.52559075480983,-33.557899550107656,2026-03-01T17:54:00Z,2026-03-01T18:34:00Z,88b2c57267fffff,88b2c5099bfffff,taxi,education,unknown,Ñuñoa,Recoleta,2.448,-180,STOP_0374,1
m00114,u0015,t00114,0,-70.60233005198607,-33.34343040308522,-70.57897617667528,-33.36194552956203,2026-03-03T19:14:00Z,2026-03-03T21:03:00Z,88b2c5cc97fffff,88b2c51909fffff,ride_hailing,education,female,Estación Central,Independencia,4.703,-180,STOP_3539,3
m00115,u0141,t00115,0,-70.597132137206,-33.413164818615805,-70.65670384630715,-33.39924140876897,2026-03-06T19:11:00Z,2026-03-06T21:04:00Z,88b2c556d5fffff,88b2c55635fffff,ride_hailing,health,unknown,Pudahuel,Pudahuel,0.898,-180,STOP_3801,0
m00116,u0047,t00116,0,-70.65955186305483,-33.416235271439874,-70.67233938299297,-33.40071253551968,2026-03-05T02:14:00Z,2026-03-05T03:53:00Z,88b2c5545dfffff,88b2c55449fffff,scooter,other,female,Pudahuel,Santiago,2.194,-180,STOP_4355,1
m00117,u0029,t00117,0,-70.71646316314032,-33.48363242348358,-70.73645749731821,-33.44982446890553,2026-03-08T03:48:00Z,2026-03-08T05:47:00Z,88b2c55585fffff,88b2c55503fffff,walk,other,male,San Miguel,Santiago,1.436,-180,STOP_3592,3
m00118,u0092,t00118,0,-70.66036227950137,-33.394674529697674,-70.71425120642394,-33.36549560886877,2026-03-04T21:14:00Z,2026-03-04T22:06:00Z,88b2c5563dfffff,88b2c55749fffff,metro,health,female,La Florida,Quilicura,1.931,-180,STOP_1868,1
m00119,u0089,t00119,0,-70.46917156687451,-33.396450455364445,-70.4166646355717,-33.40086544120198,2026-03-01T20:55:00Z,2026-03-01T22:51:00Z,88b2c5188bfffff,88b2c5033dfffff,metro,other,other,La Florida,La Florida,2.835,-180,STOP_1822,3
m00120,u0145,t00120,0,-70.64750263985918,-33.62447605503616,-70.66817591627795,-33.64333271197865,2026-03-06T08:53:00Z,2026-03-06T09:11:00Z,88b2c544b9fffff,88b2c57a43fffff,ride_hailing,education,male,San Miguel,Vitacura,1.084,-180,STOP_1229,1
m00121,u0139,t00121,0,-70.4975712726502,-33.36809901505083,-70.48885462033768,-33.3724262711361,2026-03-07T08:56:00Z,2026-03-07T10:40:00Z,88b2c51811fffff,88b2c51813fffff,metro,home,unknown,Santiago,Santiago,2.897,-180,STOP_1083,2
m00122,u0073,t00122,0,-70.61287414741874,-33.528282726437645,-70.56016552992448,-33.52994446252896,2026-03-06T14:55:00Z,2026-03-06T16:54:00Z,88b2c50935fffff,88b2c509c7fffff,scooter,transfer,unknown,Vitacura,Recoleta,3.478,-180,STOP_0703,2
m00123,u0113,t00123,0,-70.81546583947816,-33.42503628349878,-70.80631715964522,-33.415069062549,2026-03-03T20:54:00Z,2026-03-03T22:15:00Z,88b2c5424dfffff,88b2c550a1fffff,ride_hailing,transfer,unknown,Recoleta,Providencia,3.225,-180,STOP_0971,0
m00124,u0122,t00124,0,-70.7555248255144,-33.363425376128795,-70.78817800579327,-33.355963834282356,2026-03-04T13:33:00Z,2026-03-04T14:27:00Z,88b2c552b9fffff,88b2c552adfffff,ride_hailing,leisure,female,Vitacura,Puente Alto,4.215,-180,STOP_0076,2
m00125,u0136,t00125,0,-70.64682666850543,-33.503505762537074,-70.69840632537982,-33.44140031614263,2026-03-04T07:10:00Z,2026-03-04T08:06:00Z,88b2c5465dfffff,88b2c55421fffff,metro,work,unknown,Providencia,Providencia,1.747,-180,STOP_0212,3
m00126,u0044,t00126,0,-70.65400395422185,-33.57925858717376,-70.64401002495151,-33.57724354546286,2026-03-06T21:59:00Z,2026-03-06T23:39:00Z,88b2c544cdfffff,88b2c544c9fffff,scooter,education,female,Pudahuel,Santiago,2.524,-180,STOP_3168,3
m00127,u0047,t00127,0,-70.69259624325106,-33.51587211665746,-70.69994537118677,-33.50706287901131,2026-03-01T07:40:00Z,2026-03-01T08:55:00Z,88b2c5475bfffff,88b2c555b3fffff,bus,leisure,female,Quilicura,Las Condes,1.918,-180,STOP_1841,3
m00128,u0025,t00128,0,-70.60656310631393,-33.49521627409458,-70.57964630016873,-33.52454958823933,2026-03-04T13:48:00Z,2026-03-04T14:07:00Z,88b2c5096bfffff,88b2c50917fffff,scooter,shopping,male,Santiago,Vitacura,4.329,-180,STOP_1932,1
m00129,u0048,t00129,0,-70.77708787286502,-33.41472574411194,-70.7039916965064,-33.46281467587554,2026-03-01T13:33:00Z,2026-03-01T14:15:00Z,88b2c550b9fffff,88b2c555c1fffff,metro,home,female,Puente Alto,Santiago,1.096,-180,STOP_3240,2
m00130,u0115,t00130,0,-70.55577954301356,-33.48471187210042,-70.5379234963446,-33.48827293151622,2026-03-04T12:32:00Z,2026-03-04T12:38:00Z,88b2c5086dfffff,88b2c5080dfffff,ride_hailing,other,unknown,Recoleta,Vitacura,4.36,-180,STOP_2246,1
m00131,u0027,t00131,0,-70.66412730075355,-33.49253588922044,-70.69929250391696,-33.45748269731855,2026-03-05T12:22:00Z,2026-03-05T13:58:00Z,88b2c5464dfffff,88b2c555c1fffff,bus,leisure,other,Estación Central,Las Condes,2.153,-180,STOP_2928,3
m00132,u0095,t00132,0,-70.62762328785699,-33.4856487076208,-70.60054148933845,-33.49517806008687,2026-03-02T19:04:00Z,2026-03-02T19:18:00Z,88b2c554bbfffff,88b2c50947fffff,bus,home,male,Ñuñoa,Quilicura,3.116,-180,STOP_0995,3
m00133,u0021,t00133,0,-70.73700697036615,-33.336451360595504,-70.71369300967093,-33.31821143877491,2026-03-02T10:30:00Z,2026-03-02T12:20:00Z,88b2c552ddfffff,88b2c5cd17fffff,other,errand,male,Santiago,San Miguel,2.124,-180,STOP_3118,2
m00134,u0061,t00134,0,-70.57264215729153,-33.489991276420874,-70.5857604814886,-33.45634493191415,2026-03-01T18:29:00Z,2026-03-01T20:15:00Z,88b2c50959fffff,88b2c50b63fffff,taxi,health,male,San Miguel,Las Condes,3.819,-180,STOP_4405,3
m00135,u0138,t00135,0,-70.56688672659162,-33.586489959218916,-70.60913123534498,-33.56446334353182,2026-03-05T07:43:00Z,2026-03-05T08:52:00Z,88b2c57355fffff,88b2c5469dfffff,taxi,health,male,Quilicura,La Florida,1.9,-180,STOP_0830,3
m00136,u0065,t00136,0,-70.53126710877886,-33.417214207258866,-70.51170855107948,-33.423572062400645,2026-03-07T01:01:00Z,2026-03-07T01:07:00Z,88b2c51995fffff,88b2c50a4dfffff,metro,leisure,other,Quilicura,Vitacura,2.983,-180,STOP_2490,3
m00137,u0124,t00137,0,-70.65758186483106,-33.369117809978704,-70.67749831951305,-33.36098887415694,2026-03-02T00:56:00Z,2026-03-02T02:38:00Z,88b2c5566bfffff,88b2c5566dfffff,bicycle,work,other,Estación Central,Santiago,2.618,-180,STOP_3845,2
m00138,u0036,t00138,0,-70.50954417191967,-33.51998157487716,-70.49480343445424,-33.5455619461399,2026-03-02T20:01:00Z,2026-03-02T20:45:00Z,88b2c508e9fffff,88b2c50887fffff,train,health,other,Maipú,Las Condes,4.965,-180,STOP_2857,2
m00139,u0111,t00139,0,-70.66527216950358,-33.46082322837344,-70.65265186616301,-33.46513733969168,2026-03-07T17:19:00Z,2026-03-07T18:14:00Z,88b2c554e5fffff,88b2c554e3fffff,taxi,shopping,male,Vitacura,Ñuñoa,1.303,-180,STOP_1702,2
m00140,u0046,t00140,0,-70.56376831317424,-33.445748477287424,-70.52557538467497,-33.46428925194575,2026-03-04T08:22:00Z,2026-03-04T08:42:00Z,88b2c50b43fffff,88b2c50a23fffff,car,errand,female,La Florida,Pudahuel,3.212,-180,STOP_3425,3
m00141,u0008,t00141,0,-70.57086221976998,-33.36272906976243,-70.55249356347402,-33.31807408834094,2026-03-07T19:10:00Z,2026-03-07T21:03:00Z,88b2c51955fffff,88b2c51b01fffff,scooter,work,male,Providencia,La Florida,4.446,-180,STOP_1821,3
m00142,u0056,t00142,0,-70.4672820371355,-33.49535650870852,-70.4774374339412,-33.557569572068346,2026-03-01T14:28:00Z,2026-03-01T15:00:00Z,88b2c50a87fffff,88b2c50d6dfffff,other,other,male,Recoleta,Las Condes,0.95,-180,STOP_4033,0
m00143,u0145,t00143,0,-70.65787407262066,-33.396097315255545,-70.65706939553854,-33.418092753485936,2026-03-02T08:14:00Z,2026-03-02T08:33:00Z,88b2c5563dfffff,88b2c55451fffff,bus,education,male,Quilicura,Recoleta,4.617,-180,STOP_0841,1
m00144,u0119,t00144,0,-70.6340135157882,-33.3706902930532,-70.70699829719156,-33.352442813187885,2026-03-02T13:37:00Z,2026-03-02T15:25:00Z,88b2c55655fffff,88b2c5cda3fffff,other,work,male,Ñuñoa,Las Condes,3.148,-180,STOP_2384,2
m00145,u0034,t00145,0,-70.56381497482523,-33.45326025194062,-70.58487520538037,-33.43102131898638,2026-03-05T20:47:00Z,2026-03-05T22:19:00Z,88b2c50b0bfffff,88b2c55693fffff,motorcycle,education,unknown,Estación Central,Vitacura,1.349,-180,STOP_4903,0
m00146,u0014,t00146,0,-70.74127156493981,-33.390313756320644,-70.71846743628352,-33.39101374174301,2026-03-04T00:12:00Z,2026-03-04T01:09:00Z,88b2c55767fffff,88b2c55701fffff,train,education,other,Las Condes,Pudahuel,2.845,-180,STOP_3539,0
m00147,u0148,t00147,0,-70.75008039305881,-33.43648801785801,-70.79652936782641,-33.426006379098055,2026-03-05T23:19:00Z,2026-03-06T00:12:00Z,88b2c5550dfffff,88b2c550b5fffff,walk,work,unknown,Estación Central,Providencia,1.986,-180,STOP_0799,3
m00148,u0053,t00148,0,-70.58476505801865,-33.549703317070296,-70.54531843323743,-33.54996582462026,2026-03-07T07:05:00Z,2026-03-07T07:54:00Z,88b2c509adfffff,88b2c5099dfffff,taxi,work,other,San Miguel,Independencia,1.268,-180,STOP_1760,0
m00149,u0075,t00149,0,-70.62607883319703,-33.674287754812,-70.64463730160784,-33.64525793993215,2026-03-02T12:34:00Z,2026-03-02T14:12:00Z,88b2c57acbfffff,88b2c57a5bfffff,train,leisure,female,Las Condes,San Miguel,4.517,-180,STOP_4828,1
m00150,u0050,t00150,0,-70.68969012597307,-33.42374544913505,-70.66776413146715,-33.42593120744325,2026-03-04T12:41:00Z,2026-03-04T13:42:00Z,88b2c55463fffff,88b2c5540bfffff,bicycle,transfer,female,Independencia,Puente Alto,4.013,-180,STOP_2703,2
m00151,u0044,t00151,0,-70.69044532808009,-33.40288719016041,-70.6426499956271,-33.37718611711526,2026-03-03T20:15:00Z,2026-03-03T20:31:00Z,88b2c55713fffff,88b2c5560bfffff,taxi,other,male,Quilicura,Independencia,4.065,-180,STOP_3354,0
m00152,u0062,t00152,0,-70.70127850941184,-33.616164408050786,-70.65870219017543,-33.660643576889605,2026-03-05T09:39:00Z,2026-03-05T10:35:00Z,88b2c545d7fffff,88b2c57a1dfffff,ride_hailing,work,other,Las Condes,Pudahuel,2.299,-180,STOP_0423,2
m00153,u0047,t00153,0,-70.72240784357331,-33.40221260385222,-70.70645968678693,-33.39292587816151,2026-03-07T21:13:00Z,2026-03-07T22:56:00Z,88b2c5573dfffff,88b2c55703fffff,bicycle,other,male,Maipú,Recoleta,1.163,-180,STOP_0102,2
m00154,u0087,t00154,0,-70.65956288153134,-33.41011030995717,-70.708236099133,-33.37396636473915,2026-03-04T00:24:00Z,2026-03-04T01:24:00Z,88b2c5545dfffff,88b2c55743fffff,bicycle,shopping,female,San Miguel,Ñuñoa,1.351,-180,STOP_1563,3
m00155,u0112,t00155,0,-70.6335421939391,-33.41988959082828,-70.57947994211656,-33.429763115828784,2026-03-05T04:31:00Z,2026-03-05T06:23:00Z,88b2c556a9fffff,88b2c5569bfffff,taxi,leisure,male,Maipú,Santiago,3.517,-180,STOP_3716,2
m00156,u0103,t00156,0,-70.49804892725466,-33.41873505919377,-70.48402925885527,-33.42858447144435,2026-03-07T10:50:00Z,2026-03-07T11:19:00Z,88b2c50a49fffff,88b2c50a5dfffff,metro,other,unknown,Recoleta,Providencia,3.466,-180,STOP_0344,0
m00157,u0065,t00157,0,-70.67807549729277,-33.47526762242146,-70.7080022178151,-33.46431659909206,2026-03-03T02:59:00Z,2026-03-03T03:46:00Z,88b2c555d3fffff,88b2c555c7fffff,bus,health,unknown,Providencia,Las Condes,1.72,-180,STOP_2478,2
m00158,u0114,t00158,0,-70.53984123957169,-33.511209842262346,-70.48764026656873,-33.5045949055804,2026-03-07T11:34:00Z,2026-03-07T13:29:00Z,88b2c5083dfffff,88b2c50aa7fffff,car,home,unknown,Independencia,Puente Alto,2.796,-180,STOP_4879,1
m00159,u0012,t00159,0,-70.61664148757258,-33.43366022600022,-70.62468167749634,-33.441365469112725,2026-03-03T00:21:00Z,2026-03-03T01:55:00Z,88b2c556bdfffff,88b2c556b5fffff,scooter,errand,unknown,Las Condes,Independencia,1.053,-180,STOP_0766,1
m00160,u0011,t00160,0,-70.50704041069265,-33.50519935348826,-70.4890439695304,-33.50090460149878,2026-03-01T20:41:00Z,2026-03-01T20:54:00Z,88b2c50811fffff,88b2c50aa7fffff,bicycle,home,male,Recoleta,Las Condes,2.265,-180,STOP_3338,2
m00161,u0061,t00161,0,-70.7112015056054,-33.48500256111797,-70.66219747196486,-33.47454441981083,2026-03-05T18:20:00Z,2026-03-05T19:26:00Z,88b2c55585fffff,88b2c554adfffff,car,errand,female,Puente Alto,Independencia,3.244,-180,STOP_0778,2
m00162,u0052,t00162,0,-70.55886576846166,-33.39081080404758,-70.54876333507248,-33.37229113822351,2026-03-06T10:16:00Z,2026-03-06T10:23:00Z,88b2c519e9fffff,88b2c51825fffff,bus,work,male,La Florida,Ñuñoa,2.194,-180,STOP_2612,3
m00163,u0120,t00163,0,-70.70819182385691,-33.34162933555207,-70.74634864637338,-33.38279190266242,2026-03-06T16:38:00Z,2026-03-06T17:41:00Z,88b2c5cda9fffff,88b2c55765fffff,ride_hailing,errand,other,Estación Central,Ñuñoa,0.787,-180,STOP_4409,0
m00164,u0106,t00164,0,-70.5996097482943,-33.425396327580714,-70.62046933194128,-33.42887806016402,2026-03-02T02:46:00Z,2026-03-02T03:34:00Z,88b2c55695fffff,88b2c556abfffff,bicycle,home,other,Quilicura,Las Condes,2.992,-180,STOP_3976,0
m00165,u0003,t00165,0,-70.57378932476053,-33.57975397108294,-70.52310318432181,-33.603266338843575,2026-03-04T02:10:00Z,2026-03-04T03:54:00Z,88b2c57343fffff,88b2c57231fffff,motorcycle,education,female,Puente Alto,Pudahuel,1.974,-180,STOP_4237,1
m00166,u0059,t00166,0,-70.66682850205656,-33.33589821658951,-70.65271939030576,-33.33512563150406,2026-03-07T13:37:00Z,2026-03-07T14:22:00Z,88b2c5cdd7fffff,88b2c5ccadfffff,taxi,transfer,male,Independencia,La Florida,2.016,-180,STOP_4620,3
m00167,u0009,t00167,0,-70.76277640486559,-33.427189305911455,-70.69009432812756,-33.445688209715435,2026-03-07T00:14:00Z,2026-03-07T01:10:00Z,88b2c55561fffff,88b2c55423fffff,bicycle,work,female,Maipú,Maipú,2.346,-180,STOP_2979,3
m00168,u0132,t00168,0,-70.69054998387978,-33.446199318881256,-70.65018740653521,-33.47329252785727,2026-03-07T14:05:00Z,2026-03-07T15:33:00Z,88b2c55423fffff,88b2c554abfffff,other,other,male,Las Condes,Maipú,1.202,-180,STOP_0653,1
m00169,u0050,t00169,0,-70.56919838041806,-33.560387089098,-70.57094917020243,-33.57662154750715,2026-03-03T05:12:00Z,2026-03-03T06:31:00Z,88b2c509bdfffff,88b2c5734bfffff,motorcycle,shopping,male,Independencia,Independencia,4.28,-180,STOP_0147,3
m00170,u0005,t00170,0,-70.69706016461537,-33.45022786545199,-70.67700645004042,-33.4536654745297,2026-03-02T00:14:00Z,2026-03-02T00:30:00Z,88b2c555c9fffff,88b2c55433fffff,other,education,unknown,Independencia,Las Condes,1.344,-180,STOP_0841,2
m00171,u0010,t00171,0,-70.65892927052641,-33.480569289100586,-70.73939198416059,-33.41634736730603,2026-03-07T11:08:00Z,2026-03-07T11:33:00Z,88b2c554a1fffff,88b2c55549fffff,car,transfer,unknown,Independencia,Maipú,3.277,-180,STOP_0225,3
m00172,u0052,t00172,0,-70.65285547866763,-33.604494762038605,-70.6779644602421,-33.61955475163928,2026-03-08T04:18:00Z,2026-03-08T05:19:00Z,88b2c5448dfffff,88b2c544a5fffff,bicycle,errand,male,Vitacura,Estación Central,0.758,-180,STOP_2157,0
m00173,u0145,t00173,0,-70.55054476354863,-33.42400781697461,-70.53299760054861,-33.43007533336669,2026-03-04T00:01:00Z,2026-03-04T01:14:00Z,88b2c519bdfffff,88b2c50a6dfffff,metro,work,male,Vitacura,Providencia,4.984,-180,STOP_2094,1
m00174,u0000,t00174,0,-70.76828629786367,-33.456940126394194,-70.78118439134083,-33.46247101080265,2026-03-05T20:51:00Z,2026-03-05T22:11:00Z,88b2c55527fffff,88b2c5421bfffff,taxi,leisure,female,La Florida,Santiago,3.629,-180,STOP_3819,1
m00175,u0134,t00175,0,-70.54592956843034,-33.60930324550589,-70.54242448364089,-33.61990143775118,2026-03-03T08:07:00Z,2026-03-03T10:00:00Z,88b2c5704dfffff,88b2c57047fffff,bus,errand,female,Providencia,Puente Alto,2.374,-180,STOP_3583,2
m00176,u0087,t00176,0,-70.35585365417701,-33.33389603053369,-70.36675586391665,-33.34158452581621,2026-03-01T18:51:00Z,2026-03-01T19:59:00Z,88b2c510a5fffff,88b2c51191fffff,other,other,female,Maipú,Quilicura,1.564,-180,STOP_4316,2
m00177,u0035,t00177,0,-70.5522359867172,-33.47061417292078,-70.57320569787308,-33.48899076095173,2026-03-04T04:08:00Z,2026-03-04T05:57:00Z,88b2c50b17fffff,88b2c50959fffff,train,work,male,Independencia,Maipú,0.808,-180,STOP_3447,1
m00178,u0043,t00178,0,-70.72394003365002,-33.31658661699715,-70.73130118421066,-33.33403115083803,2026-03-05T15:53:00Z,2026-03-05T16:36:00Z,88b2c5cd3bfffff,88b2c552d9fffff,motorcycle,leisure,unknown,Santiago,San Miguel,4.415,-180,STOP_0562,2
m00179,u0006,t00179,0,-70.65554817235224,-33.49778728601005,-70.6763617373133,-33.48768808184749,2026-03-08T05:18:00Z,2026-03-08T06:57:00Z,88b2c5464bfffff,88b2c5559bfffff,other,transfer,other,Independencia,Ñuñoa,2.851,-180,STOP_4600,2
m00180,u0055,t00180,0,-70.52197045804672,-33.393104095441316,-70.5175576976191,-33.439377757532945,2026-03-06T07:01:00Z,2026-03-06T08:17:00Z,88b2c519d1fffff,88b2c50a63fffff,car,errand,male,Pudahuel,Pudahuel,1.726,-180,STOP_0749,3
m00181,u0131,t00181,0,-70.67246134373467,-33.531741956913194,-70.65942590324082,-33.511633127678564,2026-03-04T17:13:00Z,2026-03-04T19:12:00Z,88b2c5463dfffff,88b2c54609fffff,taxi,transfer,male,Recoleta,La Florida,1.964,-180,STOP_3705,0
m00182,u0137,t00182,0,-70.80932561072026,-33.335248086986375,-70.80283072005878,-33.33032318605735,2026-03-08T00:41:00Z,2026-03-08T01:51:00Z,88b2c55235fffff,88b2c5523dfffff,other,transfer,unknown,Maipú,Pudahuel,1.569,-180,STOP_4054,1
m00183,u0141,t00183,0,-70.72111930273805,-33.52479904012547,-70.74391695666455,-33.536752781201415,2026-03-05T20:39:00Z,2026-03-05T22:24:00Z,88b2c5470bfffff,88b2c5472bfffff,ride_hailing,education,other,Puente Alto,Puente Alto,4.532,-180,STOP_0182,1
m00184,u0117,t00184,0,-70.6994601043878,-33.43589772881994,-70.6975907951247,-33.45202593911401,2026-03-05T13:32:00Z,2026-03-05T15:16:00Z,88b2c55421fffff,88b2c555c9fffff,motorcycle,leisure,other,Ñuñoa,Vitacura,0.829,-180,STOP_1631,3
m00185,u0082,t00185,0,-70.73812142443502,-33.541877086175425,-70.75001321275813,-33.52787227838701,2026-03-05T21:22:00Z,2026-03-05T21:55:00Z,88b2c5473dfffff,88b2c54767fffff,ride_hailing,other,male,Estación Central,Ñuñoa,3.378,-180,STOP_1415,0
m00186,u0032,t00186,0,-70.66425435298135,-33.39061960798579,-70.71519381788467,-33.36590136826091,2026-03-04T14:58:00Z,2026-03-04T15:32:00Z,88b2c5562bfffff,88b2c5574dfffff,car,other,male,La Florida,Pudahuel,4.688,-180,STOP_3508,3
m00187,u0149,t00187,0,-70.64222264184768,-33.49038937638293,-70.63734639628409,-33.53957614652689,2026-03-06T14:04:00Z,2026-03-06T14:58:00Z,88b2c554b1fffff,88b2c546e9fffff,bicycle,transfer,female,Puente Alto,Pudahuel,1.639,-180,STOP_0929,2
m00188,u0089,t00188,0,-70.95780550854805,-33.39124437424399,-70.91881983114733,-33.41314080550726,2026-03-03T19:24:00Z,2026-03-03T19:38:00Z,88b2c55a07fffff,88b2c55ac7fffff,train,transfer,female,Quilicura,Puente Alto,4.942,-180,STOP_4132,2
m00189,u0033,t00189,0,-70.72040838605028,-33.407470417531215,-70.71029108870161,-33.44386501238612,2026-03-06T16:30:00Z,2026-03-06T18:16:00Z,88b2c55731fffff,88b2c55425fffff,walk,home,unknown,Quilicura,Quilicura,4.156,-180,STOP_3438,0
m00190,u0137,t00190,0,-70.72291104891633,-33.27870231619534,-70.76091096015287,-33.23608186842236,2026-03-05T08:09:00Z,2026-03-05T08:51:00Z,88b2c5cd4bfffff,88b2c5c8c9fffff,ride_hailing,errand,unknown,Santiago,Estación Central,0.509,-180,STOP_0523,1
m00191,u0123,t00191,0,-70.58117380784789,-33.52364390500829,-70.4992449625114,-33.52693761330651,2026-03-01T15:27:00Z,2026-03-01T15:35:00Z,88b2c50917fffff,88b2c5088dfffff,bus,errand,unknown,Pudahuel,Recoleta,3.672,-180,STOP_3777,2
m00192,u0082,t00192,0,-70.85389564968469,-33.494591492156275,-70.78184578564138,-33.45649057086474,2026-03-02T23:53:00Z,2026-03-03T00:59:00Z,88b2c54061fffff,88b2c54219fffff,taxi,education,unknown,San Miguel,Santiago,3.958,-180,STOP_2395,0
m00193,u0148,t00193,0,-70.61909778220608,-33.47402747524909,-70.61018537610015,-33.47947288644948,2026-03-06T09:04:00Z,2026-03-06T10:03:00Z,88b2c5549dfffff,88b2c5549bfffff,motorcycle,home,other,Vitacura,Recoleta,0.922,-180,STOP_2127,2
m00194,u0118,t00194,0,-70.65396719077039,-33.51651463173267,-70.62529063831484,-33.494755507442036,2026-03-07T20:10:00Z,2026-03-07T20:26:00Z,88b2c5460bfffff,88b2c5096dfffff,bicycle,transfer,other,San Miguel,La Florida,3.915,-180,STOP_1177,1
m00195,u0071,t00195,0,-70.62210811630555,-33.348576871438695,-70.65736451222924,-33.380217340060675,2026-03-04T10:12:00Z,2026-03-04T10:30:00Z,88b2c5ccb1fffff,88b2c55605fffff,bus,home,unknown,Maipú,Las Condes,0.987,-180,STOP_3317,0
m00196,u0096,t00196,0,-70.78719833378868,-33.548046877020234,-70.79735910912491,-33.51698469238855,2026-03-07T07:58:00Z,2026-03-07T09:33:00Z,88b2c54083fffff,88b2c540cdfffff,taxi,home,female,Providencia,Quilicura,4.568,-180,STOP_3171,1
m00197,u0062,t00197,0,-70.54148173887936,-33.438734793832296,-70.53779932398997,-33.46524370078488,2026-03-05T17:39:00Z,2026-03-05T18:12:00Z,88b2c50b59fffff,88b2c50b1bfffff,motorcycle,home,female,Independencia,Maipú,2.217,-180,STOP_4995,1
m00198,u0149,t00198,0,-70.76787920846336,-33.46742723884394,-70.76340867081831,-33.53346767665766,2026-03-03T04:33:00Z,2026-03-03T05:20:00Z,88b2c542c1fffff,88b2c540d3fffff,metro,health,unknown,Independencia,Independencia,2.992,-180,STOP_0510,2
