movement_id,user_id,trip_id,movement_seq,origin_longitude,origin_latitude,destination_longitude,destination_latitude,origin_time_utc,destination_time_utc,origin_h3_index,destination_h3_index
m00309,u0065,t00309,0,-70.66952857870139,-33.35040420970829,-70.60177792907089,-33.391170527085976,2026-03-02T04:23:00Z,2026-03-02T05:23:00Z,88b2c5cd91fffff,88b2c556c9fffff
m00310,u0399,t00310,0,-70.70679763133242,-33.48450715505916,-70.74881442906636,-33.452309420105486,2026-03-06T17:31:00Z,2026-03-06T18:58:00Z,88b2c55587fffff,88b2c5553dfffff
m00311,u0403,t00311,0,-70.72293444843345,-33.65013598753278,-70.70582899967826,-33.662319996896905,2026-03-06T11:26:00Z,2026-03-06T11:59:00Z,88b2c57b5dfffff,88b2c57a2dfffff
m00312,u0071,t00312,0,-70.61321802170903,-33.58631942900883,-70.62602765140109,-33.61717455623707,2026-03-06T10:38:00Z,2026-03-06T10:53:00Z,88b2c57365fffff,88b2c54491fffff
m00313,u0168,t00313,0,-70.6404896026857,-33.51664293782368,-70.57010771190774,-33.52315724621597,2026-03-04T04:18:00Z,2026-03-04T06:04:00Z,88b2c54657fffff,88b2c50913fffff
m00314,u0146,t00314,0,-70.59705959938978,-33.49461831099962,-70.63319890087874,-33.48629798560801,2026-03-04T21:56:00Z,2026-03-04T22:52:00Z,88b2c50947fffff,88b2c554bbfffff
m00315,u0395,t00315,0,-70.64681261868787,-33.48267109018038,-70.67622314915829,-33.497513543096154,2026-03-01T08:35:00Z,2026-03-01T08:55:00Z,88b2c554bdfffff,88b2c55593fffff
m00316,u0438,t00316,0,-70.57812360496526,-33.44691351016153,-70.61691632749573,-33.43029490498167,2026-03-03T06:53:00Z,2026-03-03T08:13:00Z,88b2c50b6bfffff,88b2c556bdfffff
m00317,u0436,t00317,0,-70.65054074670422,-33.4749397064658,-70.6376021446662,-33.49242952297572,2026-03-04T22:45:00Z,2026-03-04T22:56:00Z,88b2c554abfffff,88b2c554b1fffff
m00318,u0563,t00318,0,-70.58153112838683,-33.36605283115653,-70.63645315476957,-33.34744165933859,2026-03-02T03:07:00Z,2026-03-02T04:03:00Z,88b2c51901fffff,88b2c5ccb5fffff
m00319,u0461,t00319,0,-70.57291772296334,-33.504081384454516,-70.59205886275365,-33.49081472259342,2026-03-02T03:50:00Z,2026-03-02T05:16:00Z,88b2c50953fffff,88b2c50943fffff
m00320,u0192,t00320,0,-70.74045266302248,-33.518985436758044,-70.82654729593665,-33.52081312839928,2026-03-01T13:35:00Z,2026-03-01T15:02:00Z,88b2c5476bfffff,88b2c5403bfffff
m00321,u0064,t00321,0,-70.84081440468707,-33.411689956918366,-70.83119755052195,-33.42493142628935,2026-03-02T17:16:00Z,2026-03-02T18:13:00Z,88b2c5518bfffff,88b2c55191fffff
m00322,u0368,t00322,0,-70.50565071439854,-33.57285136559409,-70.52565930874879,-33.56830514172113,2026-03-08T04:48:00Z,2026-03-08T05:35:00Z,88b2c57243fffff,88b2c57245fffff
m00323,u0549,t00323,0,-70.63433412692876,-33.418824663574405,-70.69385639668604,-33.4023170512834,2026-03-06T02:56:00Z,2026-03-06T04:37:00Z,88b2c556e7fffff,88b2c55711fffff
m00324,u0585,t00324,0,-70.83144858954961,-33.4417957453019,-70.78802421343065,-33.37994177071995,2026-03-07T21:18:00Z,2026-03-07T21:44:00Z,88b2c54261fffff,88b2c550c5fffff
m00325,u0138,t00325,0,-70.73138194972186,-33.461795399193456,-70.78368862565726,-33.43361278653951,2026-03-03T01:11:00Z,2026-03-03T01:24:00Z,88b2c555edfffff,88b2c54259fffff
m00326,u0141,t00326,0,-70.58281257076301,-33.32293791142806,-70.55093482316188,-33.293658212933586,2026-03-05T10:36:00Z,2026-03-05T10:59:00Z,88b2c51b2dfffff,88b2c51b49fffff
m00327,u0022,t00327,0,-70.68796768311329,-33.49977659562358,-70.7160093160728,-33.40712122977777,2026-03-07T11:50:00Z,2026-03-07T13:27:00Z,88b2c5466dfffff,88b2c55731fffff
m00328,u0084,t00328,0,-70.71120614193191,-33.285176146358076,-70.64714328681609,-33.26969739205504,2026-03-03T17:08:00Z,2026-03-03T18:07:00Z,88b2c5cd5dfffff,88b2c5cc4bfffff
m00329,u0332,t00329,0,-70.5199118139687,-33.46803451593825,-70.48992979241166,-33.4534952105989,2026-03-05T20:24:00Z,2026-03-05T20:33:00Z,88b2c50a35fffff,88b2c50a1dfffff
m00330,u0328,t00330,0,-70.76472871463838,-33.55216131559762,-70.80505062947334,-33.53104086336797,2026-03-06T02:23:00Z,2026-03-06T02:47:00Z,88b2c5409bfffff,88b2c540ebfffff
m00331,u0222,t00331,0,-70.73981533577548,-33.44440643352042,-70.77649863786388,-33.474675412848065,2026-03-07T01:49:00Z,2026-03-07T01:57:00Z,88b2c55503fffff,88b2c542c5fffff
m00332,u0185,t00332,0,-70.63886135249517,-33.5360996160255,-70.6146403442862,-33.549416665118066,2026-03-08T00:52:00Z,2026-03-08T02:30:00Z,88b2c54613fffff,88b2c546d5fffff
m00333,u0497,t00333,0,-70.6209545067946,-33.51014046782508,-70.631449632023,-33.52532554582585,2026-03-05T13:21:00Z,2026-03-05T14:19:00Z,88b2c5092dfffff,88b2c5461bfffff
m00334,u0276,t00334,0,-70.61036569656592,-33.41823733599876,-70.61713939684678,-33.39880891668217,2026-03-05T07:51:00Z,2026-03-05T08:03:00Z,88b2c55681fffff,88b2c556c5fffff
m00335,u0484,t00335,0,-70.5688761955431,-33.40555343290799,-70.51798664107221,-33.41077866977463,2026-03-07T07:58:00Z,2026-03-07T08:28:00Z,88b2c519e7fffff,88b2c51999fffff
m00336,u0577,t00336,0,-70.64014213793185,-33.499773416020346,-70.67008969286664,-33.495626713256115,2026-03-06T00:59:00Z,2026-03-06T02:14:00Z,88b2c54659fffff,88b2c5464dfffff
m00337,u0190,t00337,0,-70.61106160610616,-33.37100758839629,-70.60740985521915,-33.33838394979183,2026-03-03T18:45:00Z,2026-03-03T19:58:00Z,88b2c5192dfffff,88b2c5cc91fffff
m00338,u0121,t00338,0,-70.6859209259315,-33.35739937935831,-70.64773581418541,-33.33150485719719,2026-03-05T15:51:00Z,2026-03-05T17:30:00Z,88b2c5cdbbfffff,88b2c5ccadfffff
m00339,u0571,t00339,0,-70.65373016967632,-33.33509585947494,-70.6213654701409,-33.33994748956618,2026-03-05T02:15:00Z,2026-03-05T02:22:00Z,88b2c5ccadfffff,88b2c5ccb9fffff
m00340,u0380,t00340,0,-70.64924658199463,-33.407646927429944,-70.65563108869546,-33.42774678033629,2026-03-02T20:25:00Z,2026-03-02T20:37:00Z,88b2c55633fffff,88b2c55457fffff
m00341,u0174,t00341,0,-70.6384901864181,-33.34092570303315,-70.6500464216522,-33.306867461083556,2026-03-04T20:40:00Z,2026-03-04T20:49:00Z,88b2c5ccabfffff,88b2c5cc17fffff
m00342,u0373,t00342,0,-70.58274601924172,-33.600463874237924,-70.65229863774256,-33.57724713881063,2026-03-05T14:45:00Z,2026-03-05T15:35:00Z,88b2c57301fffff,88b2c546a7fffff
m00343,u0309,t00343,0,-70.60448543180551,-33.47543252389028,-70.64673523151212,-33.523620228439135,2026-03-07T13:50:00Z,2026-03-07T15:18:00Z,88b2c5549bfffff,88b2c5461dfffff
m00344,u0543,t00344,0,-70.65557829970997,-33.519360420505876,-70.64284393064699,-33.528755038673125,2026-03-05T07:31:00Z,2026-03-05T08:52:00Z,88b2c5460bfffff,88b2c54611fffff
m00345,u0153,t00345,0,-70.7409125984941,-33.44046193110981,-70.74642788605179,-33.43549646724931,2026-03-02T09:42:00Z,2026-03-02T10:11:00Z,88b2c55501fffff,88b2c5550dfffff
m00346,u0594,t00346,0,-70.65323287419372,-33.49571593753574,-70.65023579105107,-33.47235104602211,2026-03-08T03:55:00Z,2026-03-08T05:15:00Z,88b2c5464bfffff,88b2c55485fffff
m00347,u0561,t00347,0,-70.66280177848957,-33.46329262735598,-70.6212316341042,-33.43598958250779,2026-03-05T07:06:00Z,2026-03-05T08:26:00Z,88b2c554e7fffff,88b2c556b5fffff
m00348,u0108,t00348,0,-70.64068184201868,-33.29942600958368,-70.68817476638117,-33.290908829548414,2026-03-03T06:14:00Z,2026-03-03T06:41:00Z,88b2c5cc11fffff,88b2c5cc67fffff
m00349,u0098,t00349,0,-70.43934746928596,-33.463577583713636,-70.44879468137528,-33.44602015777287,2026-03-06T12:44:00Z,2026-03-06T14:15:00Z,88b2c50137fffff,88b2c5012bfffff
m00350,u0319,t00350,0,-70.71237727785412,-33.41689661462478,-70.70482883931767,-33.41497251055344,2026-03-03T22:37:00Z,2026-03-03T23:30:00Z,88b2c55733fffff,88b2c5546dfffff
m00351,u0026,t00351,0,-70.61777109808746,-33.46858154639394,-70.64593749559045,-33.48879709703936,2026-03-03T20:10:00Z,2026-03-03T20:21:00Z,88b2c554d7fffff,88b2c554b5fffff
m00352,u0179,t00352,0,-70.55315379327557,-33.44394293696346,-70.49589470871847,-33.4517808686947,2026-03-07T03:01:00Z,2026-03-07T03:50:00Z,88b2c50b5dfffff,88b2c50a03fffff
m00353,u0261,t00353,0,-70.65019980859006,-33.449518665565115,-70.61385633652553,-33.448948929965916,2026-03-07T07:45:00Z,2026-03-07T09:18:00Z,88b2c554e9fffff,88b2c554d9fffff
m00354,u0581,t00354,0,-70.42621548808278,-33.41413407472215,-70.41461015499922,-33.41517445222271,2026-03-04T22:01:00Z,2026-03-04T23:26:00Z,88b2c5014bfffff,88b2c50159fffff
m00355,u0595,t00355,0,-70.69780392917315,-33.35677539715623,-70.62603465800001,-33.41334258428953,2026-03-03T20:39:00Z,2026-03-03T21:14:00Z,88b2c5cdbdfffff,88b2c556e3fffff
m00356,u0090,t00356,0,-70.62759107776799,-33.318208480191736,-70.6875468889524,-33.33013298023962,2026-03-07T07:01:00Z,2026-03-07T08:33:00Z,88b2c5ccc7fffff,88b2c5cd89fffff
m00357,u0535,t00357,0,-70.73988057448929,-33.42523039344727,-70.74018962573352,-33.4235442238546,2026-03-02T11:06:00Z,2026-03-02T11:55:00Z,88b2c55543fffff,88b2c55541fffff
m00358,u0054,t00358,0,-70.69515247351433,-33.40283624911716,-70.68049899475696,-33.41127734887433,2026-03-06T11:31:00Z,2026-03-06T12:28:00Z,88b2c55711fffff,88b2c55445fffff
m00359,u0449,t00359,0,-70.63510660896033,-33.54206916073485,-70.67168881083208,-33.549473874600196,2026-03-05T08:07:00Z,2026-03-05T08:21:00Z,88b2c546c5fffff,88b2c5445dfffff
m00360,u0507,t00360,0,-70.57536959376922,-33.457030139393254,-70.56334101209652,-33.44239039826912,2026-03-07T05:28:00Z,2026-03-07T07:27:00Z,88b2c50b05fffff,88b2c50b43fffff
m00361,u0534,t00361,0,-70.62809051659764,-33.37477684280932,-70.67235381634916,-33.40714555842078,2026-03-04T04:39:00Z,2026-03-04T06:20:00Z,88b2c55657fffff,88b2c55441fffff
m00362,u0134,t00362,0,-70.53408851506653,-33.38072250892663,-70.50646622233556,-33.429563775345166,2026-03-07T01:46:00Z,2026-03-07T02:13:00Z,88b2c519c9fffff,88b2c50a47fffff
m00363,u0536,t00363,0,-70.66949653105927,-33.4330712213764,-70.62718314033411,-33.443516315101505,2026-03-01T08:33:00Z,2026-03-01T09:42:00Z,88b2c55403fffff,88b2c554c9fffff
m00364,u0069,t00364,0,-70.6932168529839,-33.37908848323457,-70.68232351693877,-33.35616505106952,2026-03-06T13:23:00Z,2026-03-06T14:57:00Z,88b2c55751fffff,88b2c5cdbbfffff
m00365,u0311,t00365,0,-70.38960148927205,-33.4107386632805,-70.46371340187466,-33.3601120720959,2026-03-01T17:43:00Z,2026-03-01T18:46:00Z,88b2c50069fffff,88b2c51abdfffff
m00366,u0281,t00366,0,-70.6205762350558,-33.353975499339256,-70.65924797590243,-33.330511652166415,2026-03-05T17:55:00Z,2026-03-05T18:24:00Z,88b2c5ccb3fffff,88b2c5cddbfffff
m00367,u0189,t00367,0,-70.73194815459784,-33.42685126744343,-70.70935975446932,-33.4708991802395,2026-03-02T14:48:00Z,2026-03-02T16:44:00Z,88b2c55543fffff,88b2c5558dfffff
m00368,u0013,t00368,0,-70.72942637622481,-33.478455865245685,-70.72857843048432,-33.485426882426985,2026-03-07T23:51:00Z,2026-03-08T00:26:00Z,88b2c555e7fffff,88b2c555adfffff
m00369,u0463,t00369,0,-70.75426799145313,-33.42313269944536,-70.86202809616083,-33.415433668012916,2026-03-06T15:14:00Z,2026-03-06T15:57:00Z,88b2c55545fffff,88b2c55185fffff
m00370,u0201,t00370,0,-70.56634306441431,-33.68444755006823,-70.51662984905958,-33.67911981656052,2026-03-01T23:34:00Z,2026-03-02T00:21:00Z,88b2c57181fffff,88b2c57085fffff
m00371,u0396,t00371,0,-70.69643772928931,-33.4193691410892,-70.69097146903916,-33.403190004500914,2026-03-07T11:51:00Z,2026-03-07T13:38:00Z,88b2c55461fffff,88b2c55713fffff
m00372,u0246,t00372,0,-70.64726375243434,-33.74187302601719,-70.68002673899434,-33.769384494411014,2026-03-03T00:19:00Z,2026-03-03T01:21:00Z,88b2c578d7fffff,88b2c56a49fffff
m00373,u0224,t00373,0,-70.66635086744382,-33.587877072592434,-70.62655264354116,-33.58592877996591,2026-03-05T01:40:00Z,2026-03-05T03:07:00Z,88b2c544e9fffff,88b2c546b7fffff
m00374,u0531,t00374,0,-70.5868507592059,-33.41385851192472,-70.61395235972218,-33.40124882703144,2026-03-01T20:19:00Z,2026-03-01T22:07:00Z,88b2c556d7fffff,88b2c556c5fffff
m00375,u0056,t00375,0,-70.7446744092884,-33.41179765301866,-70.77221249399255,-33.38702752441955,2026-03-01T23:44:00Z,2026-03-02T01:35:00Z,88b2c5554dfffff,88b2c550c3fffff
m00376,u0441,t00376,0,-70.7675572286143,-33.542994302411195,-70.75322312257373,-33.567165847409576,2026-03-02T22:32:00Z,2026-03-03T00:15:00Z,88b2c54099fffff,88b2c54547fffff
m00377,u0448,t00377,0,-70.63757026928184,-33.506968163350315,-70.56632873091215,-33.517322869367604,2026-03-04T23:46:00Z,2026-03-05T01:35:00Z,88b2c54651fffff,88b2c5091bfffff
m00378,u0227,t00378,0,-70.59990407153,-33.340356720910876,-70.5349605844111,-33.42147125131308,2026-03-05T01:12:00Z,2026-03-05T03:06:00Z,88b2c5cc91fffff,88b2c51995fffff
m00379,u0157,t00379,0,-70.62674676869024,-33.48872241052582,-70.61235830873407,-33.50736626955315,2026-03-07T05:44:00Z,2026-03-07T07:42:00Z,88b2c554bbfffff,88b2c50963fffff
m00380,u0003,t00380,0,-70.74094537290974,-33.27056637500776,-70.72244994655573,-33.28629882179689,2026-03-02T09:44:00Z,2026-03-02T11:02:00Z,88b2c5c89bfffff,88b2c5cd43fffff
m00381,u0562,t00381,0,-70.59225151579086,-33.45015358825411,-70.56059155850747,-33.480741123499136,2026-03-06T11:54:00Z,2026-03-06T12:14:00Z,88b2c50b61fffff,88b2c5086dfffff
m00382,u0568,t00382,0,-70.73438609270956,-33.417357105849504,-70.78466543972434,-33.412388741342525,2026-03-01T06:59:00Z,2026-03-01T07:17:00Z,88b2c5554bfffff,88b2c550b9fffff
m00383,u0144,t00383,0,-70.71215386447864,-33.320650048120115,-70.68638793099255,-33.32232841108147,2026-03-03T06:54:00Z,2026-03-03T08:30:00Z,88b2c5cd17fffff,88b2c5cdc1fffff
m00384,u0019,t00384,0,-70.7543953524722,-33.43951783070453,-70.78375829119794,-33.50729424703186,2026-03-02T11:24:00Z,2026-03-02T12:05:00Z,88b2c55505fffff,88b2c542a3fffff
m00385,u0073,t00385,0,-70.52988416513479,-33.530187518455264,-70.51714504246293,-33.52372227937621,2026-03-02T02:48:00Z,2026-03-02T04:25:00Z,88b2c509d9fffff,88b2c508edfffff
m00386,u0040,t00386,0,-70.59665784589725,-33.45877819613555,-70.60575655100155,-33.48662792005922,2026-03-05T08:12:00Z,2026-03-05T10:04:00Z,88b2c50b2dfffff,88b2c50945fffff
m00387,u0498,t00387,0,-70.5995006624321,-33.45284885889521,-70.57945232934753,-33.43827819011949,2026-03-07T13:18:00Z,2026-03-07T14:37:00Z,88b2c50b65fffff,88b2c50b45fffff
m00388,u0535,t00388,0,-70.53527885788576,-33.55917933217613,-70.5305547192855,-33.59763486960799,2026-03-05T22:03:00Z,2026-03-05T23:35:00Z,88b2c50991fffff,88b2c5722bfffff
m00389,u0091,t00389,0,-70.37873507517612,-33.47046656570727,-70.50165628600898,-33.469566369551345,2026-03-07T05:29:00Z,2026-03-07T06:06:00Z,88b2c501d7fffff,88b2c50a33fffff
m00390,u0448,t00390,0,-70.83092261039101,-33.509375367519795,-70.82376694192281,-33.51787026738639,2026-03-05T09:21:00Z,2026-03-05T10:15:00Z,88b2c54003fffff,88b2c5403bfffff
m00391,u0107,t00391,0,-70.73383765808771,-33.37605137942501,-70.70815153999574,-33.3669583228765,2026-03-01T15:01:00Z,2026-03-01T16:56:00Z,88b2c55769fffff,88b2c5574bfffff
m00392,u0220,t00392,0,-70.72161750841745,-33.447231050065184,-70.70378037448391,-33.44349013173564,2026-03-03T16:07:00Z,2026-03-03T17:45:00Z,88b2c55511fffff,88b2c55427fffff
m00393,u0359,t00393,0,-70.74508196223826,-33.472623659931806,-70.7491854000866,-33.48027858518245,2026-03-07T00:22:00Z,2026-03-07T00:50:00Z,88b2c542d9fffff,88b2c542d1fffff
m00394,u0431,t00394,0,-70.76775832476036,-33.45849455444981,-70.70207185708315,-33.50458272387113,2026-03-01T13:25:00Z,2026-03-01T15:17:00Z,88b2c55527fffff,88b2c555b3fffff
m00395,u0524,t00395,0,-70.68996530640554,-33.43215023852751,-70.67751038124068,-33.476466477431345,2026-03-01T22:19:00Z,2026-03-01T23:21:00Z,88b2c55405fffff,88b2c555d3fffff
m00396,u0026,t00396,0,-70.78166037152894,-33.40065486402482,-70.76415343952122,-33.41817147219759,2026-03-07T02:04:00Z,2026-03-07T03:46:00Z,88b2c55081fffff,88b2c55097fffff
m00397,u0117,t00397,0,-70.62649576324625,-33.529976978293554,-70.58471608748422,-33.530225374811444,2026-03-01T16:37:00Z,2026-03-01T17:41:00Z,88b2c546cdfffff,88b2c509edfffff
m00398,u0168,t00398,0,-70.65483016785714,-33.5333270106097,-70.64032644786928,-33.55157444902568,2026-03-07T23:11:00Z,2026-03-08T00:25:00Z,88b2c5463bfffff,88b2c546e3fffff
m00399,u0186,t00399,0,-70.61189713352363,-33.3616256627678,-70.64781784366019,-33.34286930485042,2026-03-06T13:26:00Z,2026-03-06T13:49:00Z,88b2c51965fffff,88b2c5cca1fffff
m00400,u0598,t00400,0,-70.60922715483618,-33.48298694977638,-70.70676065138736,-33.491363577352736,2026-03-05T21:44:00Z,2026-03-05T22:27:00Z,88b2c55493fffff,88b2c555bdfffff
m00401,u0466,t00401,0,-70.59969931465733,-33.56334736740775,-70.61878415073805,-33.592297749151136,2026-03-05T00:06:00Z,2026-03-05T01:34:00Z,88b2c54699fffff,88b2c544dbfffff
m00402,u0192,t00402,0,-70.69734089368238,-33.414494983249355,-70.66690307264713,-33.42283787203899,2026-03-01T21:00:00Z,2026-03-01T22:41:00Z,88b2c55469fffff,88b2c55455fffff
m00403,u0583,t00403,0,-70.44788565973663,-33.41293041551739,-70.46200951299333,-33.40615462042789,2026-03-04T03:38:00Z,2026-03-04T03:53:00Z,88b2c51893fffff,88b2c51895fffff
m00404,u0299,t00404,0,-70.63655688835179,-33.57245722058054,-70.60450975346052,-33.5627106790158,2026-03-06T21:42:00Z,2026-03-06T21:55:00Z,88b2c546a3fffff,88b2c5469dfffff
m00405,u0300,t00405,0,-70.84624847526247,-33.43164146276291,-70.84029934822566,-33.37529008880312,2026-03-07T13:50:00Z,2026-03-07T15:14:00Z,88b2c551b1fffff,88b2c55023fffff
m00406,u0260,t00406,0,-70.76023757457662,-33.391153352605734,-70.70871493176614,-33.411220632805836,2026-03-04T09:05:00Z,2026-03-04T10:01:00Z,88b2c550d1fffff,88b2c5573bfffff
m00407,u0086,t00407,0,-70.83405029890278,-33.4200490838635,-70.84585896718761,-33.42225344371121,2026-03-07T03:00:00Z,2026-03-07T04:42:00Z,88b2c5519dfffff,88b2c551b9fffff
m00408,u0560,t00408,0,-70.65826653708487,-33.39944148129909,-70.63956194402216,-33.38665776289451,2026-03-06T16:28:00Z,2026-03-06T16:40:00Z,88b2c55635fffff,88b2c55615fffff
m00409,u0008,t00409,0,-70.67218052240533,-33.562341527847266,-70.6519451198239,-33.56304421662329,2026-03-01T15:40:00Z,2026-03-01T16:25:00Z,88b2c54457fffff,88b2c546adfffff
m00410,u0104,t00410,0,-70.70684256978994,-33.423516787600306,-70.6467784948847,-33.43853533197996,2026-03-05T14:11:00Z,2026-03-05T14:20:00Z,88b2c55465fffff,88b2c5541bfffff
m00411,u0137,t00411,0,-70.45890738875994,-33.47420958075764,-70.52717288101331,-33.52068729604797,2026-03-05T13:30:00Z,2026-03-05T14:56:00Z,88b2c50ac3fffff,88b2c50833fffff
m00412,u0167,t00412,0,-70.6051017125923,-33.48862321269797,-70.62343804357442,-33.503948249469566,2026-03-05T01:12:00Z,2026-03-05T02:55:00Z,88b2c50945fffff,88b2c50967fffff
m00413,u0079,t00413,0,-70.58739016385536,-33.380355551246424,-70.55344951963983,-33.41256662362796,2026-03-06T15:44:00Z,2026-03-06T16:07:00Z,88b2c5193dfffff,88b2c51985fffff
m00414,u0010,t00414,0,-70.7531073487942,-33.33165803914606,-70.69127148960305,-33.38345623957978,2026-03-07T11:26:00Z,2026-03-07T12:08:00Z,88b2c552c1fffff,88b2c55753fffff
m00415,u0406,t00415,0,-70.7599144891331,-33.30645039563198,-70.75031162862741,-33.330320760882095,2026-03-05T02:28:00Z,2026-03-05T04:10:00Z,88b2c5cd2dfffff,88b2c552c1fffff
m00416,u0581,t00416,0,-70.65631945009031,-33.344815370279534,-70.66802761666717,-33.37622812190253,2026-03-03T11:49:00Z,2026-03-03T11:58:00Z,88b2c5cd9bfffff,88b2c55663fffff
m00417,u0073,t00417,0,-70.64269928603477,-33.45877873453042,-70.6124145512878,-33.44126513817163,2026-03-08T03:08:00Z,2026-03-08T05:02:00Z,88b2c5548dfffff,88b2c556b1fffff
m00418,u0177,t00418,0,-70.84563115671145,-33.421782386957894,-70.81088304970218,-33.40374963183547,2026-03-07T23:53:00Z,2026-03-08T01:40:00Z,88b2c551b9fffff,88b2c550adfffff
m00419,u0303,t00419,0,-70.67803070228496,-33.38865417025726,-70.69241716943165,-33.415770548944685,2026-03-06T01:15:00Z,2026-03-06T01:37:00Z,88b2c55625fffff,88b2c55469fffff
m00420,u0556,t00420,0,-70.65859279171265,-33.44030576405605,-70.64538049922555,-33.44811262297294,2026-03-05T17:37:00Z,2026-03-05T17:57:00Z,88b2c55411fffff,88b2c554c5fffff
m00421,u0416,t00421,0,-70.68151491657711,-33.439538864967076,-70.63429382608064,-33.49528614483045,2026-03-01T23:29:00Z,2026-03-02T00:53:00Z,88b2c55407fffff,88b2c554b3fffff
m00422,u0459,t00422,0,-70.74133904123467,-33.38409974944991,-70.66572068150369,-33.39892994795539,2026-03-04T01:28:00Z,2026-03-04T01:34:00Z,88b2c55767fffff,88b2c55623fffff
m00423,u0348,t00423,0,-70.71395351819211,-33.45474261168208,-70.6842493198227,-33.44277315466101,2026-03-02T15:18:00Z,2026-03-02T16:21:00Z,88b2c55513fffff,88b2c5543dfffff
m00424,u0250,t00424,0,-70.67768591935727,-33.50834295490989,-70.67592036349065,-33.48359481822147,2026-03-04T20:30:00Z,2026-03-04T20:42:00Z,88b2c5466bfffff,88b2c55599fffff
m00425,u0119,t00425,0,-70.650919997639,-33.483157845266874,-70.65308300468051,-33.50454925771761,2026-03-07T00:48:00Z,2026-03-07T01:54:00Z,88b2c554a3fffff,88b2c54643fffff
m00426,u0518,t00426,0,-70.59952084174493,-33.3992871697813,-70.57722497945718,-33.367731523965475,2026-03-02T19:43:00Z,2026-03-02T20:28:00Z,88b2c556cbfffff,88b2c5190bfffff
m00427,u0482,t00427,0,-70.55191437950491,-33.449760536704005,-70.55654129320409,-33.49523129434941,2026-03-08T05:27:00Z,2026-03-08T06:53:00Z,88b2c50b51fffff,88b2c50867fffff
m00428,u0015,t00428,0,-70.68943477235273,-33.422783201850535,-70.68184915239183,-33.460212035824846,2026-03-02T03:45:00Z,2026-03-02T05:31:00Z,88b2c55463fffff,88b2c55437fffff
m00429,u0429,t00429,0,-70.70561561961154,-33.39639366062383,-70.74793067019277,-33.37510380465469,2026-03-01T22:31:00Z,2026-03-01T23:32:00Z,88b2c55703fffff,88b2c552b3fffff
m00430,u0050,t00430,0,-70.61623443264656,-33.479987317031814,-70.56435214478692,-33.429853680174915,2026-03-08T01:42:00Z,2026-03-08T03:00:00Z,88b2c55491fffff,88b2c50b49fffff
m00431,u0443,t00431,0,-70.59891550835891,-33.38950014690962,-70.64452289744486,-33.37469718726411,2026-03-01T22:51:00Z,2026-03-02T00:05:00Z,88b2c51935fffff,88b2c55609fffff
m00432,u0495,t00432,0,-70.70342004332589,-33.41969259172333,-70.72070451374401,-33.420902863319355,2026-03-06T09:30:00Z,2026-03-06T11:28:00Z,88b2c55465fffff,88b2c55737fffff
m00433,u0078,t00433,0,-70.58096065230338,-33.54878504695292,-70.5770569218693,-33.61464055934859,2026-03-06T14:14:00Z,2026-03-06T14:45:00Z,88b2c509adfffff,88b2c5733bfffff
m00434,u0260,t00434,0,-70.5620414658844,-33.3346156167051,-70.48240199068886,-33.39528902838641,2026-03-03T13:27:00Z,2026-03-03T13:59:00Z,88b2c51b3dfffff,88b2c51881fffff
m00435,u0074,t00435,0,-70.53083135343412,-33.49005957950055,-70.54773867282822,-33.48617729339367,2026-03-01T16:48:00Z,2026-03-01T17:36:00Z,88b2c50809fffff,88b2c50861fffff
m00436,u0340,t00436,0,-70.48216790932801,-33.58240762745482,-70.50880854188642,-33.59314950754196,2026-03-03T09:49:00Z,2026-03-03T11:18:00Z,88b2c50d2dfffff,88b2c57203fffff
m00437,u0556,t00437,0,-70.74664161386595,-33.53360349676691,-70.7686742905593,-33.56677855223147,2026-03-01T17:31:00Z,2026-03-01T19:15:00Z,88b2c54729fffff,88b2c5456bfffff
m00438,u0048,t00438,0,-70.65861017906674,-33.531683612854266,-70.59225429236228,-33.529717635429364,2026-03-05T22:56:00Z,2026-03-05T23:32:00Z,88b2c54639fffff,88b2c50933fffff
m00439,u0238,t00439,0,-70.65887223033813,-33.4458261345074,-70.77136611007838,-33.442372193482164,2026-03-07T11:19:00Z,2026-03-07T11:36:00Z,88b2c55417fffff,88b2c5552dfffff
m00440,u0583,t00440,0,-70.66980735685324,-33.4719080404437,-70.70991687733918,-33.443575564387494,2026-03-08T05:30:00Z,2026-03-08T06:44:00Z,88b2c554adfffff,88b2c55425fffff
m00441,u0180,t00441,0,-70.72492629196101,-33.47694655741125,-70.61567474359462,-33.472848488920874,2026-03-06T20:28:00Z,2026-03-06T21:41:00Z,88b2c555e7fffff,88b2c55499fffff
m00442,u0079,t00442,0,-70.80855620032311,-33.400423842761406,-70.78492091738345,-33.363572011711376,2026-03-06T16:08:00Z,2026-03-06T16:56:00Z,88b2c550e7fffff,88b2c552a5fffff
m00443,u0293,t00443,0,-70.6507320553971,-33.422809971104584,-70.69497145337067,-33.42257015021812,2026-03-07T10:06:00Z,2026-03-07T10:32:00Z,88b2c55453fffff,88b2c55461fffff
m00444,u0305,t00444,0,-70.73683556595479,-33.42471617034846,-70.73851228524178,-33.42817622019268,2026-03-06T15:20:00Z,2026-03-06T17:02:00Z,88b2c55543fffff,88b2c55543fffff
m00445,u0397,t00445,0,-70.65140065192523,-33.41721372341371,-70.64870246928251,-33.38528435782629,2026-03-05T19:17:00Z,2026-03-05T20:59:00Z,88b2c55451fffff,88b2c55603fffff
