origin,dest,count,mode,user_gender,window_start_utc,window_end_utc,flow_count
85b2c543fffffff,85b2c543fffffff,25.989,bicycle,male,2026-03-06,2026-03-07,8
85b2c543fffffff,85b2c543fffffff,19.216,bus,female,2026-03-06,2026-03-07,5
85b2c543fffffff,85b2c543fffffff,13.367,bus,male,2026-03-06,2026-03-07,5
85b2c543fffffff,85b2c543fffffff,11.972,car,male,2026-03-06,2026-03-07,6
85b2c543fffffff,85b2c543fffffff,16.189,motorcycle,female,2026-03-06,2026-03-07,5
85b2c543fffffff,85b2c543fffffff,16.057,taxi,female,2026-03-06,2026-03-07,6
85b2c543fffffff,85b2c543fffffff,21.507,train,female,2026-03-06,2026-03-07,8
85b2c543fffffff,85b2c543fffffff,28.976,walk,female,2026-03-06,2026-03-07,8
85b2c543fffffff,85b2c543fffffff,15.802,bicycle,male,2026-03-07,2026-03-08,5
85b2c543fffffff,85b2c543fffffff,15.741999999999999,metro,female,2026-03-07,2026-03-08,5
85b2c543fffffff,85b2c543fffffff,22.386,motorcycle,male,2026-03-07,2026-03-08,7
85b2c543fffffff,85b2c543fffffff,15.089,other,male,2026-03-07,2026-03-08,6
85b2c543fffffff,85b2c543fffffff,19.828,ride_hailing,male,2026-03-07,2026-03-08,10
85b2c543fffffff,85b2c543fffffff,19.230999999999998,scooter,female,2026-03-07,2026-03-08,5
85b2c543fffffff,85b2c543fffffff,31.415,taxi,female,2026-03-07,2026-03-08,11
85b2c543fffffff,85b2c543fffffff,15.783999999999999,taxi,male,2026-03-07,2026-03-08,5
85b2c543fffffff,85b2c543fffffff,11.912,walk,female,2026-03-07,2026-03-08,6
85b2c547fffffff,85b2c547fffffff,11.673,bicycle,female,2026-03-01,2026-03-02,6
85b2c547fffffff,85b2c547fffffff,8.663,bicycle,male,2026-03-01,2026-03-02,6
85b2c547fffffff,85b2c547fffffff,9.88,bus,female,2026-03-01,2026-03-02,5
85b2c547fffffff,85b2c547fffffff,7.853,bus,other,2026-03-01,2026-03-02,5
85b2c547fffffff,85b2c547fffffff,14.411,bus,unknown,2026-03-01,2026-03-02,5
85b2c547fffffff,85b2c547fffffff,18.221,metro,female,2026-03-01,2026-03-02,6
85b2c547fffffff,85b2c547fffffff,25.931,motorcycle,male,2026-03-01,2026-03-02,9
85b2c547fffffff,85b2c547fffffff,13.705,other,female,2026-03-01,2026-03-02,5
85b2c547fffffff,85b2c547fffffff,21.244,other,male,2026-03-01,2026-03-02,8
85b2c547fffffff,85b2c547fffffff,15.45,ride_hailing,female,2026-03-01,2026-03-02,5
85b2c547fffffff,85b2c547fffffff,40.239,ride_hailing,male,2026-03-01,2026-03-02,11
85b2c547fffffff,85b2c547fffffff,12.348999999999998,taxi,female,2026-03-01,2026-03-02,7
85b2c547fffffff,85b2c547fffffff,23.329,taxi,male,2026-03-01,2026-03-02,8
85b2c547fffffff,85b2c547fffffff,13.331,train,male,2026-03-01,2026-03-02,5
85b2c547fffffff,85b2c547fffffff,9.577,train,other,2026-03-01,2026-03-02,5
85b2c547fffffff,85b2c547fffffff,32.08,walk,male,2026-03-01,2026-03-02,12
85b2c547fffffff,85b2c547fffffff,14.54,walk,unknown,2026-03-01,2026-03-02,6
85b2c547fffffff,85b2c547fffffff,11.902,bicycle,female,2026-03-02,2026-03-03,6
85b2c547fffffff,85b2c547fffffff,23.107999999999997,bicycle,male,2026-03-02,2026-03-03,7
85b2c547fffffff,85b2c547fffffff,8.927,bicycle,unknown,2026-03-02,2026-03-03,5
85b2c547fffffff,85b2c547fffffff,32.764,bus,female,2026-03-02,2026-03-03,10
85b2c547fffffff,85b2c547fffffff,15.106,bus,other,2026-03-02,2026-03-03,5
85b2c547fffffff,85b2c547fffffff,23.603,car,female,2026-03-02,2026-03-03,7
85b2c547fffffff,85b2c547fffffff,20.064,car,male,2026-03-02,2026-03-03,9
85b2c547fffffff,85b2c547fffffff,24.137,metro,female,2026-03-02,2026-03-03,8
85b2c547fffffff,85b2c547fffffff,28.614,metro,male,2026-03-02,2026-03-03,9
85b2c547fffffff,85b2c547fffffff,14.657,metro,other,2026-03-02,2026-03-03,5
85b2c547fffffff,85b2c547fffffff,18.887999999999998,other,female,2026-03-02,2026-03-03,6
85b2c547fffffff,85b2c547fffffff,21.336,other,male,2026-03-02,2026-03-03,8
85b2c547fffffff,85b2c547fffffff,19.627,other,unknown,2026-03-02,2026-03-03,5
85b2c547fffffff,85b2c547fffffff,16.333,ride_hailing,male,2026-03-02,2026-03-03,5
85b2c547fffffff,85b2c547fffffff,13.654,ride_hailing,unknown,2026-03-02,2026-03-03,5
85b2c547fffffff,85b2c547fffffff,21.767,scooter,female,2026-03-02,2026-03-03,6
85b2c547fffffff,85b2c547fffffff,17.62,scooter,male,2026-03-02,2026-03-03,8
85b2c547fffffff,85b2c547fffffff,11.765,taxi,unknown,2026-03-02,2026-03-03,5
85b2c547fffffff,85b2c547fffffff,15.616,train,female,2026-03-02,2026-03-03,6
85b2c547fffffff,85b2c547fffffff,21.74,train,male,2026-03-02,2026-03-03,7
85b2c547fffffff,85b2c547fffffff,16.44,train,other,2026-03-02,2026-03-03,6
85b2c547fffffff,85b2c547fffffff,13.71,walk,female,2026-03-02,2026-03-03,7
85b2c547fffffff,85b2c547fffffff,20.058999999999997,walk,male,2026-03-02,2026-03-03,8
85b2c547fffffff,85b2c547fffffff,25.116,bicycle,female,2026-03-03,2026-03-04,7
85b2c547fffffff,85b2c547fffffff,22.769,bicycle,male,2026-03-03,2026-03-04,7
85b2c547fffffff,85b2c547fffffff,12.897,bicycle,other,2026-03-03,2026-03-04,5
85b2c547fffffff,85b2c547fffffff,22.014,bus,female,2026-03-03,2026-03-04,7
85b2c547fffffff,85b2c547fffffff,19.052,bus,male,2026-03-03,2026-03-04,8
85b2c547fffffff,85b2c547fffffff,24.233,car,female,2026-03-03,2026-03-04,8
85b2c547fffffff,85b2c547fffffff,11.46,car,male,2026-03-03,2026-03-04,6
85b2c547fffffff,85b2c547fffffff,11.202,car,unknown,2026-03-03,2026-03-04,6
85b2c547fffffff,85b2c547fffffff,15.864,metro,unknown,2026-03-03,2026-03-04,7
85b2c547fffffff,85b2c547fffffff,43.56,motorcycle,female,2026-03-03,2026-03-04,12
85b2c547fffffff,85b2c547fffffff,15.613,motorcycle,male,2026-03-03,2026-03-04,8
85b2c547fffffff,85b2c547fffffff,25.711,other,female,2026-03-03,2026-03-04,9
85b2c547fffffff,85b2c547fffffff,15.582,other,male,2026-03-03,2026-03-04,6
85b2c547fffffff,85b2c547fffffff,10.133,other,other,2026-03-03,2026-03-04,5
85b2c547fffffff,85b2c547fffffff,15.691,other,unknown,2026-03-03,2026-03-04,5
85b2c547fffffff,85b2c547fffffff,11.671,ride_hailing,female,2026-03-03,2026-03-04,5
85b2c547fffffff,85b2c547fffffff,26.046,ride_hailing,male,2026-03-03,2026-03-04,8
85b2c547fffffff,85b2c547fffffff,22.956,scooter,male,2026-03-03,2026-03-04,8
85b2c547fffffff,85b2c547fffffff,23.716,taxi,female,2026-03-03,2026-03-04,9
85b2c547fffffff,85b2c547fffffff,12.978000000000002,taxi,unknown,2026-03-03,2026-03-04,5
85b2c547fffffff,85b2c547fffffff,29.728,train,female,2026-03-03,2026-03-04,10
85b2c547fffffff,85b2c547fffffff,18.523,train,male,2026-03-03,2026-03-04,8
85b2c547fffffff,85b2c547fffffff,15.593,train,unknown,2026-03-03,2026-03-04,8
85b2c547fffffff,85b2c547fffffff,16.905,walk,female,2026-03-03,2026-03-04,7
85b2c547fffffff,85b2c547fffffff,18.205,walk,male,2026-03-03,2026-03-04,7
85b2c547fffffff,85b2c547fffffff,15.955,walk,other,2026-03-03,2026-03-04,5
85b2c547fffffff,85b2c547fffffff,16.393,bicycle,female,2026-03-04,2026-03-05,6
85b2c547fffffff,85b2c547fffffff,17.741,bicycle,male,2026-03-04,2026-03-05,9
85b2c547fffffff,85b2c547fffffff,16.586,bus,female,2026-03-04,2026-03-05,7
85b2c547fffffff,85b2c547fffffff,20.714,bus,male,2026-03-04,2026-03-05,9
85b2c547fffffff,85b2c547fffffff,21.0,car,female,2026-03-04,2026-03-05,8
85b2c547fffffff,85b2c547fffffff,21.245,car,male,2026-03-04,2026-03-05,8
85b2c547fffffff,85b2c547fffffff,17.252,car,other,2026-03-04,2026-03-05,6
85b2c547fffffff,85b2c547fffffff,19.444,metro,female,2026-03-04,2026-03-05,8
85b2c547fffffff,85b2c547fffffff,17.712,metro,male,2026-03-04,2026-03-05,8
85b2c547fffffff,85b2c547fffffff,19.144,metro,unknown,2026-03-04,2026-03-05,8
85b2c547fffffff,85b2c547fffffff,16.516,motorcycle,male,2026-03-04,2026-03-05,7
85b2c547fffffff,85b2c547fffffff,17.486,other,male,2026-03-04,2026-03-05,7
85b2c547fffffff,85b2c547fffffff,11.453,ride_hailing,male,2026-03-04,2026-03-05,5
85b2c547fffffff,85b2c547fffffff,23.477,scooter,female,2026-03-04,2026-03-05,8
85b2c547fffffff,85b2c547fffffff,14.033999999999999,scooter,male,2026-03-04,2026-03-05,6
85b2c547fffffff,85b2c547fffffff,23.53,taxi,female,2026-03-04,2026-03-05,12
85b2c547fffffff,85b2c547fffffff,22.96,taxi,other,2026-03-04,2026-03-05,6
85b2c547fffffff,85b2c547fffffff,13.715,taxi,unknown,2026-03-04,2026-03-05,5
85b2c547fffffff,85b2c547fffffff,16.851,train,female,2026-03-04,2026-03-05,6
85b2c547fffffff,85b2c547fffffff,15.481,train,male,2026-03-04,2026-03-05,6
85b2c547fffffff,85b2c547fffffff,13.597000000000001,train,unknown,2026-03-04,2026-03-05,6
85b2c547fffffff,85b2c547fffffff,28.461,walk,female,2026-03-04,2026-03-05,9
85b2c547fffffff,85b2c547fffffff,14.336,walk,male,2026-03-04,2026-03-05,5
85b2c547fffffff,85b2c547fffffff,11.16,walk,unknown,2026-03-04,2026-03-05,6
85b2c547fffffff,85b2c547fffffff,17.187,bicycle,female,2026-03-05,2026-03-06,6
85b2c547fffffff,85b2c547fffffff,23.856,bicycle,male,2026-03-05,2026-03-06,8
85b2c547fffffff,85b2c547fffffff,23.901,bus,female,2026-03-05,2026-03-06,7
85b2c547fffffff,85b2c547fffffff,36.123,bus,male,2026-03-05,2026-03-06,11
85b2c547fffffff,85b2c547fffffff,16.057000000000002,bus,other,2026-03-05,2026-03-06,5
85b2c547fffffff,85b2c547fffffff,31.161,car,female,2026-03-05,2026-03-06,12
85b2c547fffffff,85b2c547fffffff,9.31,car,other,2026-03-05,2026-03-06,5
85b2c547fffffff,85b2c547fffffff,23.653,car,unknown,2026-03-05,2026-03-06,8
85b2c547fffffff,85b2c547fffffff,24.003,metro,female,2026-03-05,2026-03-06,8
85b2c547fffffff,85b2c547fffffff,19.674,metro,male,2026-03-05,2026-03-06,6
85b2c547fffffff,85b2c547fffffff,16.978,motorcycle,female,2026-03-05,2026-03-06,5
85b2c547fffffff,85b2c547fffffff,27.994999999999997,motorcycle,male,2026-03-05,2026-03-06,10
85b2c547fffffff,85b2c547fffffff,16.251,motorcycle,other,2026-03-05,2026-03-06,5
85b2c547fffffff,85b2c547fffffff,14.328,motorcycle,unknown,2026-03-05,2026-03-06,6
85b2c547fffffff,85b2c547fffffff,32.879,other,female,2026-03-05,2026-03-06,11
85b2c547fffffff,85b2c547fffffff,12.885,other,male,2026-03-05,2026-03-06,6
85b2c547fffffff,85b2c547fffffff,24.893,ride_hailing,male,2026-03-05,2026-03-06,10
85b2c547fffffff,85b2c547fffffff,17.241,scooter,female,2026-03-05,2026-03-06,6
85b2c547fffffff,85b2c547fffffff,30.472,scooter,male,2026-03-05,2026-03-06,12
85b2c547fffffff,85b2c547fffffff,28.76,taxi,female,2026-03-05,2026-03-06,10
85b2c547fffffff,85b2c547fffffff,21.441,taxi,other,2026-03-05,2026-03-06,8
85b2c547fffffff,85b2c547fffffff,26.369,train,female,2026-03-05,2026-03-06,11
85b2c547fffffff,85b2c547fffffff,18.276,train,male,2026-03-05,2026-03-06,8
85b2c547fffffff,85b2c547fffffff,13.280000000000001,train,unknown,2026-03-05,2026-03-06,5
85b2c547fffffff,85b2c547fffffff,9.926,walk,other,2026-03-05,2026-03-06,6
85b2c547fffffff,85b2c547fffffff,21.222,bicycle,male,2026-03-06,2026-03-07,9
85b2c547fffffff,85b2c547fffffff,20.978,bus,female,2026-03-06,2026-03-07,8
85b2c547fffffff,85b2c547fffffff,21.552,bus,male,2026-03-06,2026-03-07,6
85b2c547fffffff,85b2c547fffffff,18.05,car,female,2026-03-06,2026-03-07,7
85b2c547fffffff,85b2c547fffffff,13.386,car,unknown,2026-03-06,2026-03-07,5
85b2c547fffffff,85b2c547fffffff,26.755,metro,female,2026-03-06,2026-03-07,9
85b2c547fffffff,85b2c547fffffff,23.225,metro,male,2026-03-06,2026-03-07,8
85b2c547fffffff,85b2c547fffffff,15.031,metro,other,2026-03-06,2026-03-07,5
85b2c547fffffff,85b2c547fffffff,11.264,motorcycle,female,2026-03-06,2026-03-07,5
85b2c547fffffff,85b2c547fffffff,16.271,motorcycle,unknown,2026-03-06,2026-03-07,5
85b2c547fffffff,85b2c547fffffff,13.126,other,female,2026-03-06,2026-03-07,6
85b2c547fffffff,85b2c547fffffff,15.182,ride_hailing,female,2026-03-06,2026-03-07,5
85b2c547fffffff,85b2c547fffffff,32.842999999999996,ride_hailing,male,2026-03-06,2026-03-07,11
85b2c547fffffff,85b2c547fffffff,21.796,scooter,male,2026-03-06,2026-03-07,8
85b2c547fffffff,85b2c547fffffff,18.1,taxi,female,2026-03-06,2026-03-07,7
85b2c547fffffff,85b2c547fffffff,28.302,taxi,male,2026-03-06,2026-03-07,11
85b2c547fffffff,85b2c547fffffff,30.522000000000002,train,male,2026-03-06,2026-03-07,10
85b2c547fffffff,85b2c547fffffff,7.786,walk,female,2026-03-06,2026-03-07,5
85b2c547fffffff,85b2c547fffffff,25.078999999999997,walk,male,2026-03-06,2026-03-07,7
85b2c547fffffff,85b2c547fffffff,15.085999999999999,walk,unknown,2026-03-06,2026-03-07,5
85b2c547fffffff,85b2c547fffffff,17.829,bicycle,female,2026-03-07,2026-03-08,5
85b2c547fffffff,85b2c547fffffff,25.916,bicycle,male,2026-03-07,2026-03-08,10
85b2c547fffffff,85b2c547fffffff,20.707,bus,female,2026-03-07,2026-03-08,8
85b2c547fffffff,85b2c547fffffff,18.554,bus,male,2026-03-07,2026-03-08,6
85b2c547fffffff,85b2c547fffffff,18.514,bus,other,2026-03-07,2026-03-08,6
85b2c547fffffff,85b2c547fffffff,12.525,car,female,2026-03-07,2026-03-08,5
85b2c547fffffff,85b2c547fffffff,10.019,car,unknown,2026-03-07,2026-03-08,5
85b2c547fffffff,85b2c547fffffff,9.724,metro,female,2026-03-07,2026-03-08,6
85b2c547fffffff,85b2c547fffffff,9.657,metro,male,2026-03-07,2026-03-08,6
85b2c547fffffff,85b2c547fffffff,24.351,motorcycle,female,2026-03-07,2026-03-08,10
85b2c547fffffff,85b2c547fffffff,16.259999999999998,motorcycle,male,2026-03-07,2026-03-08,6
85b2c547fffffff,85b2c547fffffff,27.556,other,female,2026-03-07,2026-03-08,11
85b2c547fffffff,85b2c547fffffff,20.87,other,male,2026-03-07,2026-03-08,8
85b2c547fffffff,85b2c547fffffff,22.433999999999997,ride_hailing,female,2026-03-07,2026-03-08,8
85b2c547fffffff,85b2c547fffffff,15.055,ride_hailing,male,2026-03-07,2026-03-08,5
85b2c547fffffff,85b2c547fffffff,42.322,scooter,male,2026-03-07,2026-03-08,14
85b2c547fffffff,85b2c547fffffff,17.449,scooter,unknown,2026-03-07,2026-03-08,7
85b2c547fffffff,85b2c547fffffff,21.241,taxi,female,2026-03-07,2026-03-08,8
85b2c547fffffff,85b2c547fffffff,8.155000000000001,taxi,other,2026-03-07,2026-03-08,5
85b2c547fffffff,85b2c547fffffff,14.124,train,male,2026-03-07,2026-03-08,7
85b2c547fffffff,85b2c547fffffff,15.227,walk,other,2026-03-07,2026-03-08,5
85b2c547fffffff,85b2c547fffffff,10.195,walk,unknown,2026-03-07,2026-03-08,6
85b2c547fffffff,85b2c547fffffff,16.009999999999998,metro,male,2026-03-08,2026-03-09,5
85b2c547fffffff,85b2c547fffffff,15.682,train,male,2026-03-08,2026-03-09,5
85b2c547fffffff,85b2c547fffffff,19.845,walk,female,2026-03-08,2026-03-09,7
85b2c547fffffff,85b2c557fffffff,11.9,metro,male,2026-03-05,2026-03-06,5
85b2c547fffffff,85b2c557fffffff,20.418,other,male,2026-03-05,2026-03-06,5
85b2c553fffffff,85b2c553fffffff,19.744,bicycle,male,2026-03-01,2026-03-02,7
85b2c553fffffff,85b2c553fffffff,19.814,bus,male,2026-03-01,2026-03-02,7
85b2c553fffffff,85b2c553fffffff,11.573,scooter,male,2026-03-01,2026-03-02,5
85b2c553fffffff,85b2c553fffffff,14.417,car,male,2026-03-02,2026-03-03,6
85b2c553fffffff,85b2c553fffffff,17.993,other,male,2026-03-02,2026-03-03,5
85b2c553fffffff,85b2c553fffffff,13.783000000000001,taxi,male,2026-03-02,2026-03-03,6
85b2c553fffffff,85b2c553fffffff,16.579,taxi,unknown,2026-03-02,2026-03-03,5
85b2c553fffffff,85b2c553fffffff,19.732,bicycle,male,2026-03-03,2026-03-04,6
85b2c553fffffff,85b2c553fffffff,14.921,other,female,2026-03-03,2026-03-04,5
85b2c553fffffff,85b2c553fffffff,21.465,taxi,female,2026-03-03,2026-03-04,6
85b2c553fffffff,85b2c553fffffff,18.232,taxi,male,2026-03-03,2026-03-04,7
85b2c553fffffff,85b2c553fffffff,14.530000000000001,walk,female,2026-03-03,2026-03-04,5
85b2c553fffffff,85b2c553fffffff,17.278,car,female,2026-03-04,2026-03-05,5
85b2c553fffffff,85b2c553fffffff,18.907,car,male,2026-03-04,2026-03-05,6
85b2c553fffffff,85b2c553fffffff,16.413,motorcycle,female,2026-03-04,2026-03-05,6
85b2c553fffffff,85b2c553fffffff,10.016,other,female,2026-03-04,2026-03-05,5
85b2c553fffffff,85b2c553fffffff,13.384,ride_hailing,female,2026-03-04,2026-03-05,5
85b2c553fffffff,85b2c553fffffff,15.435,scooter,female,2026-03-04,2026-03-05,5
85b2c553fffffff,85b2c553fffffff,13.236,scooter,male,2026-03-04,2026-03-05,5
85b2c553fffffff,85b2c553fffffff,18.744,train,male,2026-03-04,2026-03-05,7
85b2c553fffffff,85b2c553fffffff,10.713000000000001,car,female,2026-03-05,2026-03-06,5
85b2c553fffffff,85b2c553fffffff,30.497999999999998,ride_hailing,male,2026-03-05,2026-03-06,10
85b2c553fffffff,85b2c553fffffff,15.004999999999999,scooter,male,2026-03-05,2026-03-06,6
85b2c553fffffff,85b2c553fffffff,14.924999999999999,taxi,male,2026-03-05,2026-03-06,6
85b2c553fffffff,85b2c553fffffff,19.399,train,female,2026-03-05,2026-03-06,7
85b2c553fffffff,85b2c553fffffff,13.28,train,male,2026-03-05,2026-03-06,6
85b2c553fffffff,85b2c553fffffff,12.897,bicycle,female,2026-03-06,2026-03-07,5
85b2c553fffffff,85b2c553fffffff,15.756,bus,male,2026-03-06,2026-03-07,6
85b2c553fffffff,85b2c553fffffff,21.387999999999998,car,female,2026-03-06,2026-03-07,8
85b2c553fffffff,85b2c553fffffff,10.764,ride_hailing,female,2026-03-06,2026-03-07,6
85b2c553fffffff,85b2c553fffffff,14.769,scooter,other,2026-03-06,2026-03-07,5
85b2c553fffffff,85b2c553fffffff,20.91,train,male,2026-03-06,2026-03-07,6
85b2c553fffffff,85b2c553fffffff,20.206,bicycle,female,2026-03-07,2026-03-08,7
85b2c553fffffff,85b2c553fffffff,20.397,bicycle,male,2026-03-07,2026-03-08,8
85b2c553fffffff,85b2c553fffffff,11.358,bus,female,2026-03-07,2026-03-08,6
85b2c553fffffff,85b2c553fffffff,18.901,motorcycle,male,2026-03-07,2026-03-08,6
85b2c553fffffff,85b2c553fffffff,15.263000000000002,other,female,2026-03-07,2026-03-08,5
85b2c553fffffff,85b2c553fffffff,15.652999999999999,taxi,female,2026-03-07,2026-03-08,5
85b2c553fffffff,85b2c553fffffff,15.732,taxi,male,2026-03-07,2026-03-08,6
85b2c553fffffff,85b2c553fffffff,16.611,taxi,unknown,2026-03-07,2026-03-08,5
85b2c553fffffff,85b2c553fffffff,13.372,train,male,2026-03-07,2026-03-08,6
85b2c553fffffff,85b2c553fffffff,11.056999999999999,walk,female,2026-03-07,2026-03-08,5
85b2c557fffffff,85b2c50bfffffff,12.0,metro,male,2026-03-01,2026-03-02,6
85b2c557fffffff,85b2c50bfffffff,9.195,walk,female,2026-03-02,2026-03-03,5
85b2c557fffffff,85b2c50bfffffff,10.276,scooter,female,2026-03-03,2026-03-04,5
85b2c557fffffff,85b2c50bfffffff,13.091000000000001,motorcycle,female,2026-03-04,2026-03-05,6
85b2c557fffffff,85b2c50bfffffff,20.291,other,female,2026-03-06,2026-03-07,6
85b2c557fffffff,85b2c50bfffffff,11.055,scooter,male,2026-03-06,2026-03-07,5
85b2c557fffffff,85b2c51bfffffff,20.309,ride_hailing,male,2026-03-05,2026-03-06,6
85b2c557fffffff,85b2c543fffffff,12.196000000000002,walk,male,2026-03-04,2026-03-05,5
85b2c557fffffff,85b2c543fffffff,10.123,scooter,male,2026-03-07,2026-03-08,5
85b2c557fffffff,85b2c557fffffff,23.992,bicycle,female,2026-03-01,2026-03-02,10
85b2c557fffffff,85b2c557fffffff,22.021,bicycle,male,2026-03-01,2026-03-02,8
85b2c557fffffff,85b2c557fffffff,17.951999999999998,bicycle,other,2026-03-01,2026-03-02,6
85b2c557fffffff,85b2c557fffffff,17.986,bicycle,unknown,2026-03-01,2026-03-02,7
85b2c557fffffff,85b2c557fffffff,55.989,bus,female,2026-03-01,2026-03-02,16
85b2c557fffffff,85b2c557fffffff,31.235,bus,male,2026-03-01,2026-03-02,13
85b2c557fffffff,85b2c557fffffff,15.622,bus,other,2026-03-01,2026-03-02,6
85b2c557fffffff,85b2c557fffffff,30.858,car,female,2026-03-01,2026-03-02,13
85b2c557fffffff,85b2c557fffffff,37.012,car,male,2026-03-01,2026-03-02,12
85b2c557fffffff,85b2c557fffffff,28.682,car,other,2026-03-01,2026-03-02,10
85b2c557fffffff,85b2c557fffffff,14.484,car,unknown,2026-03-01,2026-03-02,6
85b2c557fffffff,85b2c557fffffff,34.417,metro,female,2026-03-01,2026-03-02,10
85b2c557fffffff,85b2c557fffffff,57.82,metro,male,2026-03-01,2026-03-02,20
85b2c557fffffff,85b2c557fffffff,15.384,metro,other,2026-03-01,2026-03-02,5
85b2c557fffffff,85b2c557fffffff,34.434,motorcycle,female,2026-03-01,2026-03-02,15
85b2c557fffffff,85b2c557fffffff,28.113,motorcycle,male,2026-03-01,2026-03-02,9
85b2c557fffffff,85b2c557fffffff,10.959,motorcycle,other,2026-03-01,2026-03-02,5
85b2c557fffffff,85b2c557fffffff,31.518,other,female,2026-03-01,2026-03-02,13
85b2c557fffffff,85b2c557fffffff,33.936,other,male,2026-03-01,2026-03-02,12
85b2c557fffffff,85b2c557fffffff,21.042,other,unknown,2026-03-01,2026-03-02,7
85b2c557fffffff,85b2c557fffffff,14.903,ride_hailing,female,2026-03-01,2026-03-02,8
85b2c557fffffff,85b2c557fffffff,25.152,ride_hailing,male,2026-03-01,2026-03-02,11
85b2c557fffffff,85b2c557fffffff,22.298,ride_hailing,unknown,2026-03-01,2026-03-02,8
85b2c557fffffff,85b2c557fffffff,46.87,scooter,female,2026-03-01,2026-03-02,14
85b2c557fffffff,85b2c557fffffff,31.079,scooter,male,2026-03-01,2026-03-02,12
85b2c557fffffff,85b2c557fffffff,17.07,scooter,unknown,2026-03-01,2026-03-02,6
85b2c557fffffff,85b2c557fffffff,16.073,taxi,female,2026-03-01,2026-03-02,9
85b2c557fffffff,85b2c557fffffff,29.116,taxi,male,2026-03-01,2026-03-02,13
85b2c557fffffff,85b2c557fffffff,20.293,taxi,other,2026-03-01,2026-03-02,6
85b2c557fffffff,85b2c557fffffff,28.792,taxi,unknown,2026-03-01,2026-03-02,11
85b2c557fffffff,85b2c557fffffff,22.448,train,female,2026-03-01,2026-03-02,9
85b2c557fffffff,85b2c557fffffff,45.99,train,male,2026-03-01,2026-03-02,15
85b2c557fffffff,85b2c557fffffff,23.213,train,other,2026-03-01,2026-03-02,6
85b2c557fffffff,85b2c557fffffff,22.208,train,unknown,2026-03-01,2026-03-02,8
85b2c557fffffff,85b2c557fffffff,32.969,walk,female,2026-03-01,2026-03-02,11
85b2c557fffffff,85b2c557fffffff,28.501,walk,male,2026-03-01,2026-03-02,12
85b2c557fffffff,85b2c557fffffff,21.096,walk,other,2026-03-01,2026-03-02,7
85b2c557fffffff,85b2c557fffffff,16.288,walk,unknown,2026-03-01,2026-03-02,8
85b2c557fffffff,85b2c557fffffff,48.937999999999995,bicycle,female,2026-03-02,2026-03-03,16
85b2c557fffffff,85b2c557fffffff,63.094,bicycle,male,2026-03-02,2026-03-03,21
85b2c557fffffff,85b2c557fffffff,12.905,bicycle,other,2026-03-02,2026-03-03,6
85b2c557fffffff,85b2c557fffffff,49.868,bus,female,2026-03-02,2026-03-03,18
85b2c557fffffff,85b2c557fffffff,35.367,bus,male,2026-03-02,2026-03-03,15
85b2c557fffffff,85b2c557fffffff,54.498999999999995,bus,other,2026-03-02,2026-03-03,17
85b2c557fffffff,85b2c557fffffff,43.196,car,female,2026-03-02,2026-03-03,20
85b2c557fffffff,85b2c557fffffff,45.944,car,male,2026-03-02,2026-03-03,16
85b2c557fffffff,85b2c557fffffff,45.184,car,other,2026-03-02,2026-03-03,17
85b2c557fffffff,85b2c557fffffff,18.573999999999998,car,unknown,2026-03-02,2026-03-03,9
85b2c557fffffff,85b2c557fffffff,32.429,metro,female,2026-03-02,2026-03-03,12
85b2c557fffffff,85b2c557fffffff,50.91,metro,male,2026-03-02,2026-03-03,19
85b2c557fffffff,85b2c557fffffff,22.579,metro,other,2026-03-02,2026-03-03,10
85b2c557fffffff,85b2c557fffffff,17.572,metro,unknown,2026-03-02,2026-03-03,6
85b2c557fffffff,85b2c557fffffff,66.688,motorcycle,female,2026-03-02,2026-03-03,24
85b2c557fffffff,85b2c557fffffff,40.423,motorcycle,male,2026-03-02,2026-03-03,17
85b2c557fffffff,85b2c557fffffff,30.516000000000002,motorcycle,other,2026-03-02,2026-03-03,10
85b2c557fffffff,85b2c557fffffff,26.43,motorcycle,unknown,2026-03-02,2026-03-03,10
85b2c557fffffff,85b2c557fffffff,39.269,other,female,2026-03-02,2026-03-03,13
85b2c557fffffff,85b2c557fffffff,66.589,other,male,2026-03-02,2026-03-03,26
85b2c557fffffff,85b2c557fffffff,16.922,other,other,2026-03-02,2026-03-03,7
85b2c557fffffff,85b2c557fffffff,37.900999999999996,other,unknown,2026-03-02,2026-03-03,13
85b2c557fffffff,85b2c557fffffff,44.013999999999996,ride_hailing,female,2026-03-02,2026-03-03,17
85b2c557fffffff,85b2c557fffffff,32.169,ride_hailing,male,2026-03-02,2026-03-03,12
85b2c557fffffff,85b2c557fffffff,35.579,ride_hailing,other,2026-03-02,2026-03-03,14
85b2c557fffffff,85b2c557fffffff,48.5,ride_hailing,unknown,2026-03-02,2026-03-03,16
85b2c557fffffff,85b2c557fffffff,57.072,scooter,female,2026-03-02,2026-03-03,20
85b2c557fffffff,85b2c557fffffff,51.858,scooter,male,2026-03-02,2026-03-03,17
85b2c557fffffff,85b2c557fffffff,24.442,scooter,other,2026-03-02,2026-03-03,8
85b2c557fffffff,85b2c557fffffff,29.625999999999998,scooter,unknown,2026-03-02,2026-03-03,9
85b2c557fffffff,85b2c557fffffff,39.493,taxi,female,2026-03-02,2026-03-03,17
85b2c557fffffff,85b2c557fffffff,49.697,taxi,male,2026-03-02,2026-03-03,17
